request_id,time_s,algorithm,topology,src,dst,blocked,path,hops,distance_km,composite_cost,bottleneck_fidelity,max_utilization,keys_consumed,decision_latency_ms,served_total,blocked_total
0,0.0281426,random,mesh16,2,1,0,"[2-6-5-4-0-1]",5,119,8.42055,0.915509,0,5,0.01,1,0
1,0.0387279,random,mesh16,1,5,1,"[]",0,0,0,0,0,0,0.01,1,1
2,0.0394631,random,mesh16,14,12,1,"[]",0,0,0,0,0,0,0.01,1,2
3,0.0826696,random,mesh16,4,5,1,"[]",0,0,0,0,0,0,0.01,1,3
4,0.0947679,random,mesh16,14,13,1,"[]",0,0,0,0,0,0,0.01,1,4
5,0.140412,random,mesh16,3,4,1,"[]",0,0,0,0,0,0,0.01,1,5
6,0.144138,random,mesh16,12,1,1,"[]",0,0,0,0,0,0,0.01,1,6
7,0.146776,random,mesh16,3,6,1,"[]",0,0,0,0,0,0,0.01,1,7
8,0.148649,random,mesh16,5,13,1,"[]",0,0,0,0,0,0,0.01,1,8
9,0.170343,random,mesh16,13,8,1,"[]",0,0,0,0,0,0,0.01,1,9
10,0.180922,random,mesh16,1,7,1,"[]",0,0,0,0,0,0,0.01,1,10
11,0.189541,random,mesh16,14,5,1,"[]",0,0,0,0,0,0,0.01,1,11
12,0.261326,random,mesh16,5,10,0,"[5-9-13-14-15-11-10]",6,141,9.79258,0.933513,0,6,0.01,2,11
13,0.273363,random,mesh16,14,13,1,"[]",0,0,0,0,0,0,0.01,2,12
14,0.281945,random,mesh16,15,7,1,"[]",0,0,0,0,0,0,0.01,2,13
15,0.290158,random,mesh16,11,8,1,"[]",0,0,0,0,0,0,0.01,2,14
16,0.296005,random,mesh16,8,2,1,"[]",0,0,0,0,0,0,0.01,2,15
17,0.296332,random,mesh16,3,2,1,"[]",0,0,0,0,0,0,0.01,2,16
18,0.303225,random,mesh16,12,7,1,"[]",0,0,0,0,0,0,0.01,2,17
19,0.319743,random,mesh16,15,6,1,"[]",0,0,0,0,0,0,0.01,2,18
20,0.320079,random,mesh16,1,4,1,"[]",0,0,0,0,0,0,0.01,2,19
21,0.348015,random,mesh16,8,15,1,"[]",0,0,0,0,0,0,0.01,2,20
22,0.362367,random,mesh16,9,2,1,"[]",0,0,0,0,0,0,0.01,2,21
23,0.377997,random,mesh16,4,13,1,"[]",0,0,0,0,0,0,0.01,2,22
24,0.408977,random,mesh16,10,15,1,"[]",0,0,0,0,0,0,0.01,2,23
25,0.409964,random,mesh16,7,15,1,"[]",0,0,0,0,0,0,0.01,2,24
26,0.416945,random,mesh16,15,12,1,"[]",0,0,0,0,0,0,0.01,2,25
27,0.42919,random,mesh16,15,10,1,"[]",0,0,0,0,0,0,0.01,2,26
28,0.537296,random,mesh16,10,3,0,"[10-9-8-4-0-1-2-3]",7,169,11.2083,0.972,0.00775194,7,0.01,3,26
29,0.540552,random,mesh16,14,12,0,"[14-10-9-5-4-8-12]",6,138,10.1025,0.907935,0.00787402,6,0.01,4,26
30,0.544478,random,mesh16,2,10,1,"[]",0,0,0,0,0,0,0.01,4,27
31,0.554905,random,mesh16,13,10,1,"[]",0,0,0,0,0,0,0.01,4,28
32,0.561751,random,mesh16,3,2,1,"[]",0,0,0,0,0,0,0.01,4,29
33,0.568145,random,mesh16,7,12,1,"[]",0,0,0,0,0,0,0.01,4,30
34,0.586712,random,mesh16,0,14,1,"[]",0,0,0,0,0,0,0.01,4,31
35,0.609871,random,mesh16,0,2,1,"[]",0,0,0,0,0,0,0.01,4,32
36,0.617277,random,mesh16,13,15,1,"[]",0,0,0,0,0,0,0.01,4,33
37,0.619942,random,mesh16,12,10,1,"[]",0,0,0,0,0,0,0.01,4,34
38,0.628872,random,mesh16,13,14,1,"[]",0,0,0,0,0,0,0.01,4,35
39,0.642867,random,mesh16,0,8,1,"[]",0,0,0,0,0,0,0.01,4,36
40,0.652643,random,mesh16,8,0,1,"[]",0,0,0,0,0,0,0.01,4,37
41,0.679254,random,mesh16,1,6,1,"[]",0,0,0,0,0,0,0.01,4,38
42,0.725272,random,mesh16,12,10,1,"[]",0,0,0,0,0,0,0.01,4,39
43,0.753351,random,mesh16,13,1,1,"[]",0,0,0,0,0,0,0.01,4,40
44,0.753377,random,mesh16,11,4,1,"[]",0,0,0,0,0,0,0.01,4,41
45,0.772368,random,mesh16,12,15,1,"[]",0,0,0,0,0,0,0.01,4,42
46,0.780582,random,mesh16,10,11,1,"[]",0,0,0,0,0,0,0.01,4,43
47,0.850848,random,mesh16,6,7,0,"[6-7]",1,25,1.68805,0.925518,0,1,0.01,5,43
48,0.857405,random,mesh16,9,7,1,"[]",0,0,0,0,0,0,0.01,5,44
49,0.890674,random,mesh16,13,8,1,"[]",0,0,0,0,0,0,0.01,5,45
50,0.895285,random,mesh16,5,7,1,"[]",0,0,0,0,0,0,0.01,5,46
51,0.900049,random,mesh16,12,0,1,"[]",0,0,0,0,0,0,0.01,5,47
52,0.911052,random,mesh16,12,5,1,"[]",0,0,0,0,0,0,0.01,5,48
53,0.925033,random,mesh16,8,1,1,"[]",0,0,0,0,0,0,0.01,5,49
54,0.987454,random,mesh16,9,4,1,"[]",0,0,0,0,0,0,0.01,5,50
55,1.05493,random,mesh16,15,8,1,"[]",0,0,0,0,0,0,0.01,5,51
56,1.10198,random,mesh16,11,5,1,"[]",0,0,0,0,0,0,0.01,5,52
57,1.13746,random,mesh16,8,9,1,"[]",0,0,0,0,0,0,0.01,5,53
58,1.15343,random,mesh16,12,1,1,"[]",0,0,0,0,0,0,0.01,5,54
59,1.15392,random,mesh16,3,14,1,"[]",0,0,0,0,0,0,0.01,5,55
60,1.15983,random,mesh16,5,4,1,"[]",0,0,0,0,0,0,0.01,5,56
61,1.18395,random,mesh16,14,3,1,"[]",0,0,0,0,0,0,0.01,5,57
62,1.18677,random,mesh16,15,10,1,"[]",0,0,0,0,0,0,0.01,5,58
63,1.23176,random,mesh16,12,1,1,"[]",0,0,0,0,0,0,0.01,5,59
64,1.23485,random,mesh16,14,15,1,"[]",0,0,0,0,0,0,0.01,5,60
65,1.23516,random,mesh16,8,4,1,"[]",0,0,0,0,0,0,0.01,5,61
66,1.2452,random,mesh16,9,14,1,"[]",0,0,0,0,0,0,0.01,5,62
67,1.24905,random,mesh16,1,6,1,"[]",0,0,0,0,0,0,0.01,5,63
68,1.31722,random,mesh16,1,9,0,"[1-5-6-10-9]",4,94,6.5496,0.929648,0.0153846,4,0.01,6,63
69,1.31808,random,mesh16,13,8,0,"[13-12-8]",2,47,3.35643,0.911869,0,2,0.01,7,63
70,1.33887,random,mesh16,11,2,1,"[]",0,0,0,0,0,0,0.01,7,64
71,1.34105,random,mesh16,0,9,1,"[]",0,0,0,0,0,0,0.01,7,65
72,1.34951,random,mesh16,3,2,1,"[]",0,0,0,0,0,0,0.01,7,66
73,1.36067,random,mesh16,3,8,1,"[]",0,0,0,0,0,0,0.01,7,67
74,1.37829,random,mesh16,13,15,1,"[]",0,0,0,0,0,0,0.01,7,68
75,1.38322,random,mesh16,11,7,1,"[]",0,0,0,0,0,0,0.01,7,69
76,1.41874,random,mesh16,0,9,1,"[]",0,0,0,0,0,0,0.01,7,70
77,1.42212,random,mesh16,12,6,1,"[]",0,0,0,0,0,0,0.01,7,71
78,1.45193,random,mesh16,2,15,1,"[]",0,0,0,0,0,0,0.01,7,72
79,1.45873,random,mesh16,3,12,1,"[]",0,0,0,0,0,0,0.01,7,73
80,1.48228,random,mesh16,15,13,1,"[]",0,0,0,0,0,0,0.01,7,74
81,1.49604,random,mesh16,3,10,1,"[]",0,0,0,0,0,0,0.01,7,75
