request_id,time_s,algorithm,topology,src,dst,blocked,path,hops,distance_km,composite_cost,bottleneck_fidelity,max_utilization,keys_consumed,decision_latency_ms,served_total,blocked_total
0,0.0140713,ga_tcheby_proxy,irregular12,2,0,1,"[]",0,0,0,0,0,0,0.5,0,1
1,0.0172403,ga_tcheby_proxy,irregular12,9,4,1,"[]",0,0,0,0,0,0,0.5,0,2
2,0.0259167,ga_tcheby_proxy,irregular12,0,2,1,"[]",0,0,0,0,0,0,0.5,0,3
3,0.0413879,ga_tcheby_proxy,irregular12,2,10,1,"[]",0,0,0,0,0,0,0.5,0,4
4,0.0649931,ga_tcheby_proxy,irregular12,2,0,1,"[]",0,0,0,0,0,0,0.5,0,5
5,0.0768424,ga_tcheby_proxy,irregular12,10,8,1,"[]",0,0,0,0,0,0,0.5,0,6
6,0.0855273,ga_tcheby_proxy,irregular12,1,6,1,"[]",0,0,0,0,0,0,0.5,0,7
7,0.0943155,ga_tcheby_proxy,irregular12,4,8,1,"[]",0,0,0,0,0,0,0.5,0,8
8,0.0994773,ga_tcheby_proxy,irregular12,4,2,1,"[]",0,0,0,0,0,0,0.5,0,9
9,0.116065,ga_tcheby_proxy,irregular12,6,7,1,"[]",0,0,0,0,0,0,0.5,0,10
10,0.14125,ga_tcheby_proxy,irregular12,0,5,1,"[]",0,0,0,0,0,0,0.5,0,11
11,0.150178,ga_tcheby_proxy,irregular12,7,4,1,"[]",0,0,0,0,0,0,0.5,0,12
12,0.169383,ga_tcheby_proxy,irregular12,10,3,1,"[]",0,0,0,0,0,0,0.5,0,13
13,0.177062,ga_tcheby_proxy,irregular12,6,2,1,"[]",0,0,0,0,0,0,0.5,0,14
14,0.1871,ga_tcheby_proxy,irregular12,9,5,1,"[]",0,0,0,0,0,0,0.5,0,15
15,0.196765,ga_tcheby_proxy,irregular12,8,7,1,"[]",0,0,0,0,0,0,0.5,0,16
16,0.20211,ga_tcheby_proxy,irregular12,6,2,1,"[]",0,0,0,0,0,0,0.5,0,17
17,0.221492,ga_tcheby_proxy,irregular12,6,5,1,"[]",0,0,0,0,0,0,0.5,0,18
18,0.225101,ga_tcheby_proxy,irregular12,1,0,1,"[]",0,0,0,0,0,0,0.5,0,19
19,0.236677,ga_tcheby_proxy,irregular12,4,9,1,"[]",0,0,0,0,0,0,0.5,0,20
