request_id,time_s,algorithm,topology,src,dst,blocked,path,hops,distance_km,composite_cost,bottleneck_fidelity,max_utilization,keys_consumed,decision_latency_ms,served_total,blocked_total
0,0.0140713,keyaware,irregular12,2,0,1,"[]",0,0,0,0,0,0,0.05,0,1
1,0.0242386,keyaware,irregular12,9,10,1,"[]",0,0,0,0,0,0,0.05,0,2
2,0.0263157,keyaware,irregular12,8,6,1,"[]",0,0,0,0,0,0,0.05,0,3
3,0.0466215,keyaware,irregular12,9,6,1,"[]",0,0,0,0,0,0,0.05,0,4
4,0.0630442,keyaware,irregular12,10,8,1,"[]",0,0,0,0,0,0,0.05,0,5
5,0.0754428,keyaware,irregular12,10,4,1,"[]",0,0,0,0,0,0,0.05,0,6
6,0.117544,keyaware,irregular12,6,5,1,"[]",0,0,0,0,0,0,0.05,0,7
7,0.123246,keyaware,irregular12,4,2,1,"[]",0,0,0,0,0,0,0.05,0,8
8,0.132558,keyaware,irregular12,7,0,1,"[]",0,0,0,0,0,0,0.05,0,9
9,0.138899,keyaware,irregular12,8,11,1,"[]",0,0,0,0,0,0,0.05,0,10
10,0.141899,keyaware,irregular12,6,3,1,"[]",0,0,0,0,0,0,0.05,0,11
11,0.148107,keyaware,irregular12,5,2,1,"[]",0,0,0,0,0,0,0.05,0,12
12,0.148218,keyaware,irregular12,6,7,1,"[]",0,0,0,0,0,0,0.05,0,13
13,0.148405,keyaware,irregular12,6,3,1,"[]",0,0,0,0,0,0,0.05,0,14
14,0.161395,keyaware,irregular12,10,0,1,"[]",0,0,0,0,0,0,0.05,0,15
15,0.16189,keyaware,irregular12,0,1,1,"[]",0,0,0,0,0,0,0.05,0,16
16,0.173763,keyaware,irregular12,10,4,1,"[]",0,0,0,0,0,0,0.05,0,17
17,0.192488,keyaware,irregular12,5,3,1,"[]",0,0,0,0,0,0,0.05,0,18
18,0.201155,keyaware,irregular12,9,3,1,"[]",0,0,0,0,0,0,0.05,0,19
19,0.2111,keyaware,irregular12,9,8,1,"[]",0,0,0,0,0,0,0.05,0,20
