request_id,time_s,algorithm,topology,src,dst,blocked,path,hops,distance_km,composite_cost,bottleneck_fidelity,max_utilization,keys_consumed,decision_latency_ms,served_total,blocked_total
0,0.0703566,ga_tcheby_proxy,mesh16,6,2,0,"[6-2]",1,22,1.61488,0.960385,0,1,0.5,1,0
1,0.0948889,ga_tcheby_proxy,mesh16,0,11,1,"[]",0,0,0,0,0,0,0.5,1,1
2,0.160261,ga_tcheby_proxy,mesh16,5,12,1,"[]",0,0,0,0,0,0,0.5,1,2
3,0.219237,ga_tcheby_proxy,mesh16,7,0,1,"[]",0,0,0,0,0,0,0.5,1,3
4,0.235537,ga_tcheby_proxy,mesh16,3,15,1,"[]",0,0,0,0,0,0,0.5,1,4
5,0.321502,ga_tcheby_proxy,mesh16,1,14,0,"[1-5-9-13-14]",4,91,6.4582,0.928119,0,4,0.5,2,4
6,0.343665,ga_tcheby_proxy,mesh16,9,1,1,"[]",0,0,0,0,0,0,0.5,2,5
7,0.35118,ga_tcheby_proxy,mesh16,15,5,1,"[]",0,0,0,0,0,0,0.5,2,6
8,0.443254,ga_tcheby_proxy,mesh16,13,7,0,"[13-9-5-6-7]",4,94,6.38635,0.972,0,4,0.5,3,6
9,0.446543,ga_tcheby_proxy,mesh16,1,3,0,"[1-5-6-2-3]",4,94,6.77342,0.90463,0.00826446,4,0.5,4,6
10,0.483546,ga_tcheby_proxy,mesh16,0,7,1,"[]",0,0,0,0,0,0,0.5,4,7
11,0.507133,ga_tcheby_proxy,mesh16,5,7,1,"[]",0,0,0,0,0,0,0.5,4,8
12,0.507464,ga_tcheby_proxy,mesh16,5,12,1,"[]",0,0,0,0,0,0,0.5,4,9
13,0.509078,ga_tcheby_proxy,mesh16,8,4,1,"[]",0,0,0,0,0,0,0.5,4,10
14,0.527815,ga_tcheby_proxy,mesh16,2,15,1,"[]",0,0,0,0,0,0,0.5,4,11
15,0.570629,ga_tcheby_proxy,mesh16,12,8,1,"[]",0,0,0,0,0,0,0.5,4,12
16,0.631859,ga_tcheby_proxy,mesh16,0,7,1,"[]",0,0,0,0,0,0,0.5,4,13
17,0.657689,ga_tcheby_proxy,mesh16,6,2,1,"[]",0,0,0,0,0,0,0.5,4,14
18,0.658116,ga_tcheby_proxy,mesh16,6,0,1,"[]",0,0,0,0,0,0,0.5,4,15
19,0.753182,ga_tcheby_proxy,mesh16,0,6,0,"[0-1-2-6]",3,72,4.80049,0.972,0,3,0.5,5,15
20,0.806927,ga_tcheby_proxy,mesh16,4,5,1,"[]",0,0,0,0,0,0,0.5,5,16
21,0.809576,ga_tcheby_proxy,mesh16,2,12,1,"[]",0,0,0,0,0,0,0.5,5,17
22,0.870563,ga_tcheby_proxy,mesh16,10,3,1,"[]",0,0,0,0,0,0,0.5,5,18
23,0.883252,ga_tcheby_proxy,mesh16,3,15,1,"[]",0,0,0,0,0,0,0.5,5,19
24,0.898083,ga_tcheby_proxy,mesh16,7,2,1,"[]",0,0,0,0,0,0,0.5,5,20
25,0.910652,ga_tcheby_proxy,mesh16,3,2,1,"[]",0,0,0,0,0,0,0.5,5,21
