request_id,time_s,algorithm,topology,src,dst,blocked,path,hops,distance_km,composite_cost,bottleneck_fidelity,max_utilization,keys_consumed,decision_latency_ms,served_total,blocked_total
0,0.0140713,distance,irregular12,2,0,1,"[]",0,0,0,0,0,0,0.02,0,1
1,0.0242386,distance,irregular12,9,10,1,"[]",0,0,0,0,0,0,0.02,0,2
2,0.0263157,distance,irregular12,8,6,1,"[]",0,0,0,0,0,0,0.02,0,3
3,0.0466215,distance,irregular12,9,6,1,"[]",0,0,0,0,0,0,0.02,0,4
4,0.0630442,distance,irregular12,10,8,1,"[]",0,0,0,0,0,0,0.02,0,5
5,0.0754428,distance,irregular12,10,4,1,"[]",0,0,0,0,0,0,0.02,0,6
6,0.117544,distance,irregular12,6,5,1,"[]",0,0,0,0,0,0,0.02,0,7
7,0.123246,distance,irregular12,4,2,1,"[]",0,0,0,0,0,0,0.02,0,8
8,0.132558,distance,irregular12,7,0,1,"[]",0,0,0,0,0,0,0.02,0,9
9,0.138899,distance,irregular12,8,11,1,"[]",0,0,0,0,0,0,0.02,0,10
10,0.141899,distance,irregular12,6,3,1,"[]",0,0,0,0,0,0,0.02,0,11
11,0.148107,distance,irregular12,5,2,1,"[]",0,0,0,0,0,0,0.02,0,12
12,0.148218,distance,irregular12,6,7,1,"[]",0,0,0,0,0,0,0.02,0,13
13,0.148405,distance,irregular12,6,3,1,"[]",0,0,0,0,0,0,0.02,0,14
14,0.161395,distance,irregular12,10,0,1,"[]",0,0,0,0,0,0,0.02,0,15
15,0.16189,distance,irregular12,0,1,1,"[]",0,0,0,0,0,0,0.02,0,16
16,0.173763,distance,irregular12,10,4,1,"[]",0,0,0,0,0,0,0.02,0,17
17,0.192488,distance,irregular12,5,3,1,"[]",0,0,0,0,0,0,0.02,0,18
18,0.201155,distance,irregular12,9,3,1,"[]",0,0,0,0,0,0,0.02,0,19
19,0.2111,distance,irregular12,9,8,1,"[]",0,0,0,0,0,0,0.02,0,20
20,0.217056,distance,irregular12,9,1,1,"[]",0,0,0,0,0,0,0.02,0,21
21,0.224459,distance,irregular12,4,9,1,"[]",0,0,0,0,0,0,0.02,0,22
22,0.23689,distance,irregular12,8,3,1,"[]",0,0,0,0,0,0,0.02,0,23
23,0.242506,distance,irregular12,1,5,1,"[]",0,0,0,0,0,0,0.02,0,24
24,0.26584,distance,irregular12,6,10,1,"[]",0,0,0,0,0,0,0.02,0,25
25,0.266725,distance,irregular12,3,9,1,"[]",0,0,0,0,0,0,0.02,0,26
26,0.286077,distance,irregular12,8,5,1,"[]",0,0,0,0,0,0,0.02,0,27
27,0.307943,distance,irregular12,5,2,1,"[]",0,0,0,0,0,0,0.02,0,28
28,0.344774,distance,irregular12,0,11,1,"[]",0,0,0,0,0,0,0.02,0,29
29,0.369238,distance,irregular12,6,2,1,"[]",0,0,0,0,0,0,0.02,0,30
30,0.382773,distance,irregular12,8,5,1,"[]",0,0,0,0,0,0,0.02,0,31
31,0.385096,distance,irregular12,11,2,1,"[]",0,0,0,0,0,0,0.02,0,32
32,0.389033,distance,irregular12,5,0,1,"[]",0,0,0,0,0,0,0.02,0,33
33,0.392398,distance,irregular12,4,10,1,"[]",0,0,0,0,0,0,0.02,0,34
34,0.398108,distance,irregular12,5,2,1,"[]",0,0,0,0,0,0,0.02,0,35
35,0.414254,distance,irregular12,7,1,1,"[]",0,0,0,0,0,0,0.02,0,36
36,0.41597,distance,irregular12,4,1,1,"[]",0,0,0,0,0,0,0.02,0,37
37,0.42303,distance,irregular12,0,7,1,"[]",0,0,0,0,0,0,0.02,0,38
38,0.428768,distance,irregular12,0,5,1,"[]",0,0,0,0,0,0,0.02,0,39
39,0.437087,distance,irregular12,3,10,1,"[]",0,0,0,0,0,0,0.02,0,40
40,0.441205,distance,irregular12,7,8,1,"[]",0,0,0,0,0,0,0.02,0,41
41,0.450693,distance,irregular12,11,10,1,"[]",0,0,0,0,0,0,0.02,0,42
42,0.454632,distance,irregular12,2,7,1,"[]",0,0,0,0,0,0,0.02,0,43
43,0.458387,distance,irregular12,0,11,1,"[]",0,0,0,0,0,0,0.02,0,44
44,0.471387,distance,irregular12,0,8,1,"[]",0,0,0,0,0,0,0.02,0,45
45,0.484423,distance,irregular12,0,1,1,"[]",0,0,0,0,0,0,0.02,0,46
46,0.490973,distance,irregular12,8,10,1,"[]",0,0,0,0,0,0,0.02,0,47
47,0.493624,distance,irregular12,8,5,1,"[]",0,0,0,0,0,0,0.02,0,48
48,0.495667,distance,irregular12,4,2,1,"[]",0,0,0,0,0,0,0.02,0,49
49,0.50325,distance,irregular12,9,7,1,"[]",0,0,0,0,0,0,0.02,0,50
50,0.511654,distance,irregular12,4,2,1,"[]",0,0,0,0,0,0,0.02,0,51
