test_id,policy_id,state_id,profile_id,selected_path,score,bottleneck_fidelity,cycles,status
0,2,0,0,0,0,62000,8,0
1,2,0,0,1,0,62000,8,0
2,2,0,0,0,0,62000,110,0
3,2,0,0,255,0,0,7,1
4,2,0,0,255,0,0,1,2
5,2,0,0,0,0,62000,8,0
6,2,80,0,0,0,62000,8,0
7,2,98,0,0,0,62000,8,0
8,2,173,0,0,0,62000,8,0
9,2,164,0,0,0,62000,8,0
10,2,0,0,0,0,62000,8,0
11,2,25,0,0,0,62000,8,0
12,2,25,0,0,0,62000,8,0
13,2,25,0,0,0,62000,8,0
14,2,17,0,0,0,62000,8,0
15,2,17,0,0,0,62000,8,0
16,2,17,0,0,0,62000,8,0
17,2,104,0,0,0,62000,8,0
18,2,104,0,0,0,62000,8,0
19,2,104,0,0,0,62000,8,0
1000,2,40,0,0,130948,61286,310,0
1001,2,36,0,1,130936,61234,310,0
1002,2,100,0,0,65531,62862,310,0
1003,2,100,0,0,0,61520,8,0
1004,2,54,0,0,124828,62449,310,0
1005,2,117,0,1,127950,63661,310,0
1006,2,37,0,0,0,63058,310,0
1007,2,166,0,255,0,0,7,1
1008,2,37,0,0,130844,62463,310,0
1009,2,57,0,1,0,64393,310,0
1010,2,85,0,0,65529,60475,310,0
1011,2,166,0,1,0,63744,8,0
1012,2,38,0,0,0,62648,310,0
1013,2,101,0,1,131006,60407,310,0
1014,2,85,0,0,0,61847,310,0
1015,2,0,0,255,0,0,1,2
1016,2,133,0,0,0,59981,310,0
1017,2,138,0,1,65532,59847,310,0
1018,2,154,0,0,65530,61098,310,0
1019,2,182,0,0,0,65080,8,0
1020,2,134,0,0,0,59813,310,0
1021,2,148,0,1,130954,60118,310,0
1022,2,164,0,0,131020,59603,310,0
1023,2,181,0,255,0,0,7,1
1024,2,133,0,0,130734,58982,310,0
1025,2,150,0,1,0,58982,210,0
1026,2,168,0,0,130790,62312,310,0
1027,2,185,0,1,0,63446,8,0
1028,2,70,0,0,65532,60703,310,0
1029,2,89,0,1,130824,58982,310,0
1030,2,166,0,0,130468,62328,310,0
1031,2,180,0,1,130946,61982,310,0
1032,2,160,0,0,131010,60167,310,0
1033,2,165,0,1,130820,61948,310,0
1034,2,186,0,0,131026,62513,310,0
1035,2,191,0,0,0,65242,8,0
1036,2,160,0,0,131022,59445,310,0
1037,2,165,0,1,0,60678,310,0
1038,2,106,0,0,65532,62659,310,0
1039,2,111,0,255,0,0,7,1
1040,2,176,0,0,0,63736,310,0
1041,2,165,0,1,65528,63101,310,0
1042,2,186,0,0,0,64352,310,0
1043,2,175,0,1,0,60556,8,0
1044,2,144,0,0,131004,60662,310,0
1045,2,181,0,1,130430,62691,310,0
1046,2,170,0,0,130904,60356,310,0
1047,2,0,0,255,0,0,1,2
1048,2,27,0,0,130972,59537,310,0
1049,2,197,0,1,0,58982,210,0
1050,2,91,0,0,0,58982,210,0
1051,2,16,0,0,0,60768,8,0
1052,2,177,0,0,130004,64910,310,0
1053,2,118,0,1,131002,63593,310,0
1054,2,176,0,0,131024,61827,310,0
1055,2,172,0,255,0,0,7,1
1056,2,76,0,0,0,59367,310,0
1057,2,50,0,1,130866,63931,310,0
1058,2,223,0,0,0,61413,310,0
1059,2,2,0,1,0,58982,8,0
1060,2,71,0,0,0,58982,210,0
1061,2,112,0,1,0,64427,310,0
1062,2,168,0,0,130922,62081,310,0
1063,2,237,0,1,0,63930,310,0
