topology,algorithm,rate,seed,blocking_probability,mean_bottleneck_fidelity,mean_max_utilization,mean_hops,mean_distance_km,mean_decision_latency_ms,requests,served,blocked
irregular12,ga_tcheby_proxy,5,2,0.3133,0.9651859602446483,0.421085989252,1.5301,38.4753,0.5,10000,6867,3133
irregular12,ga_tcheby_proxy,5,3,0.3001,0.9653997572510359,0.43140128615800005,1.5536,39.1678,0.5,10000,6999,3001
irregular12,ga_tcheby_proxy,5,4,0.3075,0.965131366064982,0.42728701721999995,1.5466,39.1193,0.5,10000,6925,3075
irregular12,ga_tcheby_proxy,5,5,0.3055,0.9653140816414687,0.42734858206400006,1.5432,38.888,0.5,10000,6945,3055
irregular12,ga_tcheby_proxy,5,6,0.3057,0.9649216357482356,0.426411982186,1.5459,38.9187,0.5,10000,6943,3057
irregular12,ga_tcheby_proxy,5,7,0.307,0.964721958008658,0.42573163551,1.5382,38.8032,0.5,10000,6930,3070
irregular12,ga_tcheby_proxy,5,8,0.3032,0.9647478543340987,0.42805880294400006,1.5447,38.972,0.5,10000,6968,3032
irregular12,ga_tcheby_proxy,5,9,0.3073,0.9649217747942831,0.42480580238000004,1.5387,38.8552,0.5,10000,6927,3073
irregular12,ga_tcheby_proxy,5,10,0.315,0.9650072318248174,0.41836197249400003,1.5126,38.137,0.5,10000,6850,3150
irregular12,ga_tcheby_proxy,5,11,0.3084,0.965103914401388,0.423401586388,1.5332,38.6379,0.5,10000,6916,3084
irregular12,ga_tcheby_proxy,5,12,0.3088,0.9643770771122685,0.42595305751699997,1.5448,38.9934,0.5,10000,6912,3088
irregular12,ga_tcheby_proxy,5,13,0.3046,0.9651582486338798,0.426830546006,1.5388,38.8103,0.5,10000,6954,3046
irregular12,ga_tcheby_proxy,5,14,0.3097,0.9648265302042589,0.42467752475899995,1.5345,38.7854,0.5,10000,6903,3097
irregular12,ga_tcheby_proxy,5,15,0.3097,0.9652845535274518,0.42224951532599997,1.5336,38.5802,0.5,10000,6903,3097
irregular12,ga_tcheby_proxy,5,16,0.3109,0.9650006192134668,0.424011204139,1.5415,38.8464,0.5,10000,6891,3109
irregular12,ga_tcheby_proxy,5,17,0.3148,0.9651147749562171,0.421388267911,1.5319,38.6179,0.5,10000,6852,3148
irregular12,ga_tcheby_proxy,5,18,0.3044,0.9650988454571593,0.428464600188,1.5409,38.8991,0.5,10000,6956,3044
irregular12,ga_tcheby_proxy,5,19,0.3069,0.9648435530226518,0.425723418888,1.5305,38.5092,0.5,10000,6931,3069
irregular12,ga_tcheby_proxy,5,20,0.3127,0.9648026665211699,0.42166328525400004,1.5342,38.7007,0.5,10000,6873,3127
irregular12,ga_tcheby_proxy,5,21,0.3054,0.9646903170169882,0.427894056102,1.5486,39.0237,0.5,10000,6946,3054
irregular12,ga_tcheby_proxy,5,22,0.3005,0.9647955005003573,0.432484652267,1.5668,39.5247,0.5,10000,6995,3005
irregular12,ga_tcheby_proxy,5,23,0.3042,0.9653354656510491,0.429693337297,1.5549,39.164,0.5,10000,6958,3042
