trainer_seed,epoch,transition_count,cumulative_transitions,mean_original_reward,mean_training_reward,profile_0_count,profile_1_count,profile_2_count,profile_3_count,distinct_state_count,q_min,q_max,q_table_sha256
17,23,4096,94208,4.443139471057,5.163521263134,1060,984,1034,1018,106,0.000000000000,115.753377719481,756ad1a9703975fd05f4825927a8bbf627e78b2b7fcd2af0c323a69fd0905421
17,24,4096,98304,4.440069161971,5.172525671323,1093,1035,1008,960,110,0.000000000000,116.213352589828,0d7204bcde527073ce947751a2eae4c14e47875ebd5b76560dd12a1aca91ef1b
17,25,4096,102400,4.440477469362,5.187663295418,1059,1095,978,964,106,0.000000000000,116.427561219210,d2b4c3f2179f9b72e3fbef243881e8df342860c4fcaa34588fac2703ad8d82d9
17,26,4096,106496,4.445530179917,5.199971305604,1058,1075,1019,944,107,0.000000000000,116.766170367671,3d41b08324c60c3387927a8e2f87afdf6f5820d687238d41ab7342d77bcf2b5f
17,27,4096,110592,4.438234565226,5.191642362466,1065,1089,940,1002,106,0.000000000000,116.890479969951,0f6a2b1cb65b4265c012eed1612752a63a2787a4d9d2979518f93f175dd746f4
17,28,4096,114688,4.447542211749,5.185620507151,1074,1070,956,996,102,0.000000000000,117.221663697802,a4574100c211b829f7aa9bd74f3c04ba453d90b4952dd395c3c009b46436ebdc
17,29,4096,118784,4.451756366518,5.191287184820,1014,1103,993,986,109,0.000000000000,117.798673342258,109e2480376921584b7d369ff5e8757f82f22c19f85a0832ec9e350fdf3420c8
17,30,4096,122880,4.448339791231,5.210997348517,1131,1091,932,942,114,0.000000000000,118.025533971307,b168d470e85f1f9e75c95462a9ef0f0ee2d08b348ec233b195ca77e7db468379
17,31,4096,126976,4.448508835836,5.214502140221,1082,1068,991,955,108,0.000000000000,118.066191186459,01cc3d7617c27081aa34bf0b56fd70a110c55d09fcc8f0a3e2ddf044cb0bbbe4
17,32,4096,131072,4.450458727511,5.203954538951,1060,1092,989,955,109,0.000000000000,118.277143499397,c3f7847ccc2f23e3890d84e37ba8ea537bf77daa3244516c760aadfd10e9eee8
17,33,4096,135168,4.443700286571,5.183724974407,1079,1097,942,978,106,0.000000000000,118.310791043319,2cb6447628bfba432e9de36930feca91f6cb7d790430b9b0baa6d02bed2ec4eb
17,34,4096,139264,4.442775165319,5.177207594868,1016,1065,996,1019,108,0.000000000000,118.559104938469,9b1469e7c09850b759cfe05276a6ab9cbe5ed482a15358cc0b733a2610798b12
17,35,4096,143360,4.443938019920,5.176858036712,1029,1051,1087,929,106,0.000000000000,118.606916999741,1f7b541073202c120392336f9902709ef84b33b7c8957a4b0b26e241c6d8db77
17,36,4096,147456,4.453616660195,5.210362148594,1049,1130,1001,916,110,0.000000000000,118.796027091110,6bae1e93dcb2b4f710e1303cacfb167b3855794532d9961948bab73b2590d653
17,37,4096,151552,4.449768284274,5.194255266001,1047,1073,1008,968,106,0.000000000000,118.923881934723,e0233cf9055bfcedca6134e93638991bb5fcd2d2ccb8cde4dcef9ee07dbaee2a
17,38,4096,155648,4.447450995253,5.202006129450,1109,1078,1010,899,107,0.000000000000,118.654334999776,e13369f7a6f3f7dce993e84f3e5ed1872fafdb3d617dcf024f6bd59c49faef8e
17,39,4096,159744,4.445815818703,5.193165618561,1039,1100,1035,922,102,0.000000000000,118.921375539946,d46d84e056924451a0bdc31b73fd789aeb7f1aacf3358424ca0a0f267835d54a
17,40,4096,163840,4.449322569263,5.230496820020,970,1153,1084,889,105,0.000000000000,119.290602821516,6902c43cee81f893fd51cd4c18bea0dbfd6d17e8aef53d698b88113ca33abf63
17,41,4096,167936,4.446241071632,5.182062431059,1012,1083,1074,927,101,0.000000000000,119.035581992853,f914a1d045e35369965045b08b879306a3566a774a07b816da46e34cf604c6a2
17,42,4096,172032,4.452389387414,5.197406670749,1019,1046,1064,967,103,0.000000000000,119.126786725355,49b1d516b7c57759170f34687aca53c9bd9bdf0f2f14270190d7b411ab9bcb1a
17,43,4096,176128,4.454246938229,5.201819295884,977,1053,1045,1021,107,0.000000000000,119.280778313921,36356907418448e2ffaa6c3a4430219e65f7696887e6488bb990430873fa433b
17,44,4096,180224,4.452618403393,5.207770976853,1057,1081,1002,956,106,0.000000000000,119.187316935981,459e678d5e71bdbd29eeee1852c2b60d5adaecd0b9b60fb8307ecb7a54a60294
17,45,4096,184320,4.449569111553,5.189402422773,1138,1064,994,900,108,0.000000000000,119.404404560788,9a814c650609b11e3b927e80f879ae4b578472c8d397b9c014560b512c605419
17,46,4096,188416,4.456126349440,5.215386745416,956,1131,1123,886,105,0.000000000000,119.226879847155,9820b0777aafcbb7687dacb49255d3e38bcfc485e9a04575497f9a8ca8e7ff2c
17,47,4096,192512,4.458629587332,5.206632118858,984,1138,1132,842,106,0.000000000000,119.353858843483,42eaaf28d9a1e57c7bf600f4e49a82ae68185d9f4a7a75db4ae0b6053b2792f1
17,48,4096,196608,4.461587057663,5.215040125185,1002,1170,1100,824,110,0.000000000000,119.170028688054,df4e0e6f46b9fcfdf0ed2d7ba353a7542f1d6c7f9e1d253670deb469239cc0d0
17,49,4096,200704,4.458978798992,5.186629063157,1018,1061,1153,864,105,0.000000000000,119.194100533461,3afbc704f48932e28f2067b258489f3075bd8058fd53075bf2cd9ccf4cb829fa
17,50,4096,204800,4.455580721619,5.204292124759,999,1074,1128,895,107,0.000000000000,119.011133163272,adb6b3dc007dcb066edf3b96985ddd318a73232c1fe885cf11972da7ccc63c10
17,51,4096,208896,4.471313845511,5.238359874230,1020,1076,1085,915,105,0.000000000000,119.235093018998,3424b25eb7755be88af4eac08d5d26eb045983ee02fb005cd7679fef59246f5f
17,52,4096,212992,4.462100972311,5.219221272055,955,1148,1058,935,108,0.000000000000,119.127726775861,547f61affe28f49e4d4fd1c3f75daf48756f6d161362018133c23ba3759bb717
17,53,4096,217088,4.473007857350,5.234089534868,969,1143,1096,888,109,0.000000000000,119.023270737356,7e2ec2955e0a92dba1bbcf2420f361dd82715ca94d6ac190e9c44ded726dc08d
17,54,4096,221184,4.462921672024,5.211317059189,930,1116,1151,899,106,0.000000000000,119.277605672347,c6d9e3be83de562d152a0465d25dad53532f067e3449a5bdd6b79a94b6cdffbf
17,55,4096,225280,4.467835196013,5.263708948116,974,1266,1020,836,106,0.000000000000,119.567441869813,1e9f46adce11146aff5088eb01182d50e5f2c5f9602167697f8c30af5669d8fc
17,56,4096,229376,4.480265120716,5.253953060991,869,1215,1026,986,105,0.000000000000,119.625087530859,e96eb285a7b9674f8af99ff4c53b585f3a7a46b93a62d7aba8d1ff370230e967
17,57,4096,233472,4.461296435119,5.224074412350,1036,1155,979,926,107,0.000000000000,119.229882087779,531b290c03d3792ebfc0f08f747e55c50baa1e419a64fef6322ab2b95ff883ca
17,58,4096,237568,4.470097616427,5.230533043833,1045,1092,1081,878,104,0.000000000000,118.977259489136,5ac7c63d9b7532c1a71bc24fbb11734bb1352cb321b2d38dd06d53ddf12395e6
17,59,4096,241664,4.471080821211,5.250371136405,1063,1125,1010,898,107,0.000000000000,119.071362187631,a3fd1627cc11a2d3f411020864afeb6959f5ef2bb6d78a605167d2e67d30deb8
17,60,4096,245760,4.479086105125,5.267852232999,1139,1104,1009,844,110,0.000000000000,119.259923419395,91d44e5f85d581c58fc4a6d48b20d4483238c4a7156324fab57cec92b250a81a
17,61,4096,249856,4.475813077615,5.298011099523,991,1218,994,893,104,0.000000000000,118.991823194304,fe164e73340933520a2373d528c2a2689638e5f6dc05326b291b418409896f96
17,62,4096,253952,4.489232765133,5.275081451155,928,1069,1200,899,104,0.000000000000,119.065015321731,0a641a1fbf1655cbc2e3a009af91e7bafe62fc20f34172df646def02d24aba2e
17,63,4096,258048,4.479759392002,5.282359345353,934,1152,1019,991,108,0.000000000000,119.148640498124,b0c0618c6960475bc71e9bca91e417ab7df52f5740259e03b6f6b0c047220208
17,64,4096,262144,4.480579266315,5.269297045728,983,1158,962,993,109,0.000000000000,119.567107025949,c543ce5c734d2f4d23bc3a4df0d8e76f161464cd1903df20cf34a4005392d74d
17,65,4096,266240,4.472524058583,5.284830121051,1085,1225,933,853,107,0.000000000000,119.738297318533,ce9d801f47210ef081134c79cc9d281f776a630ea21cb983db6c16670f507d37
17,66,4096,270336,4.477657863987,5.295536241103,1033,1315,884,864,110,0.000000000000,119.838823068104,ff08a9c34ba60d2da54c7394fff22df5ad2316d115f2bb220c35681fa993140b
17,67,4096,274432,4.484326185723,5.275814996798,925,1108,1174,889,107,0.000000000000,119.903206555744,68a7e9d857736721fae7d91c6a6950573ca33a0e8a6cbe4eaa15fbaf1df25f3e
17,68,4096,278528,4.490315966518,5.319156932477,933,1242,931,990,110,0.000000000000,119.964116968899,038ecf7b03ad506c963726635e7891389f510bdb9f9c4e7a544188363f617426
17,69,4096,282624,4.484058999404,5.303445470274,1066,1237,937,856,111,0.000000000000,120.189586310102,eb8ba461d3dc34ec465a96dba5a33f28b84627de3308ae39bbb60902e9e1c50a
17,70,4096,286720,4.489423393609,5.301660371313,906,1231,1055,904,111,0.000000000000,120.255645056750,061b9aa7550fce2b17f3f445f606dc863f495daeef7abaa485be9978c69e0215
17,71,4096,290816,4.488212550497,5.310108991052,1082,1213,961,840,111,0.000000000000,120.255645056750,b97c40588b0c7c6e99baf2207fff252672fe777b63e36390f06a5081498ae73d
17,72,4096,294912,4.485929405786,5.270983736424,1070,1141,922,963,101,0.000000000000,120.218149757087,a78fe6936f7f8c9a90631ee3d57a6a119a7e0337815ee1ee7988ec597cf36232
17,73,4096,299008,4.499579368087,5.339968351256,1012,1343,860,881,107,0.000000000000,120.344901585792,10bab4cd0e06486305713f6ab72bb0aee83c1e43eec22cf6f2e50b966b812f53
17,74,4096,303104,4.491895119583,5.294382236145,1003,1098,1059,936,110,0.000000000000,120.420060974277,f1492328a8f38e6f1d519232c029e4e4279c6d257dede2f631f8ccbbf8ec8460
17,75,4096,307200,4.490583772198,5.317149053637,1031,1166,975,924,103,0.000000000000,120.538776105113,515461703f24c14759afb3afc724b907f7fbd15aa8a2ab1ae68bf3857f2226c6
17,76,4096,311296,4.492350693482,5.325016543461,1028,1126,1084,858,108,0.000000000000,120.710954327890,25d1d2197c3bcff1e77f0f914f5a4072391972063b13d6d2be926295814cedff
17,77,4096,315392,4.489932251424,5.324568361164,903,1216,995,982,104,0.000000000000,120.608576140545,cdd633b0b8ddd6974b38ad132a38bd292e4fc81c637d294c551f672464dfd70c
17,78,4096,319488,4.476593569340,5.292661875017,950,1116,1061,969,105,0.000000000000,120.810199873577,38324b33e03bb5d29a8c80539bff532d724937bb937399489d1c7265a3d37bc1
17,79,4096,323584,4.498810312517,5.352536660226,871,1453,841,931,108,0.000000000000,121.067397287019,7ad378baa7d375cb532b1b00e9951e14f1cd0c57cdc32b6a3d0fc899b96283f3
17,80,4096,327680,4.496946227722,5.325142332765,1018,1241,780,1057,106,0.000000000000,121.056919797231,539af563792977cc73227a066adb3a4a6177d744d48fef263be466c3a14ce4bf
17,81,4096,331776,4.486888768309,5.320828999017,899,1371,918,908,103,0.000000000000,121.163635894193,5b4835bba7ab6e491eab212a86a349fac215b21063dcf3ab88ce60d4bcf79372
17,82,4096,335872,4.500698148192,5.348977163082,900,1369,958,869,108,0.000000000000,121.353713575332,0758c7b3aa021e2629d91cc17dff2226d18eb605de1f9ff48adb156e6bd88118
17,83,4096,339968,4.500036040050,5.323184199264,770,1220,888,1218,110,0.000000000000,121.254117172699,ec5f1971b061d220ec2d7791d571ed0fb4e882e5135148fda7400aee1f6d91a5
17,84,4096,344064,4.489094150167,5.275382460042,1052,1177,1018,849,108,0.000000000000,121.315140257205,04ad5de9f726adae4a0d140ad14f5793947e426102bb26eb69dc57ef52fd2a9d
17,85,4096,348160,4.499449712803,5.326660179339,1183,1352,778,783,107,0.000000000000,121.397370499754,7f9c95dcf0ac80c2d98180d7538ac53f1bd2bc4e5e8d8fe1df9e3d5abeb35b0b
17,86,4096,352256,4.499810619367,5.339569137622,1065,1272,900,859,104,0.000000000000,121.677819846868,b26c5ebcca15505a77192cbf98e4d2519cb2da89e4bd659da1f832f22e04d7cc
17,87,4096,356352,4.492739143615,5.308580597896,1005,1231,851,1009,104,0.000000000000,121.758881819269,7c47aecdd8812ed8ceecc1c4bf6225d37028124fa617799301f13a23fbacff2a
17,88,4096,360448,4.499520506932,5.312384273821,995,1251,1028,822,106,0.000000000000,121.758881819269,7f5f60bbf4662ca6ba1f89f1840e62407db208a035a017b2bc59f24bd3b0dfb6
17,89,4096,364544,4.507920198359,5.322513312967,987,1195,1014,900,104,0.000000000000,121.915510386916,127263b2d4de4b11cd4367efb7687e5c4bc0bc91335090ea2c367be8edd14657
17,90,4096,368640,4.492244106832,5.285243028890,859,1160,1249,828,108,0.000000000000,121.915510386916,933b3ae6fc9c85579db11ca73eb73c45d7d81bfe8c323cf1e8ea3acaea82cd44
17,91,4096,372736,4.490846447498,5.295632372023,967,1338,906,885,109,0.000000000000,122.072768796801,5f3f275c284286a61dbd32bb747168fe04e4b70c4e45591686dd6799fb2d13a8
17,92,4096,376832,4.507968178211,5.338802400345,830,1327,976,963,108,0.000000000000,122.220173378264,6dd38051ba400c953929246e46d3a3536e4b0a1ccafda17f29e69b14cbd7989f
17,93,4096,380928,4.504713490516,5.344557087064,1019,1226,1012,839,108,0.000000000000,122.254138038205,6d8134a8591a10026f2a2705cbe08b779c605e15857176917038fc2c40c9a3b0
17,94,4096,385024,4.519135705617,5.373921728716,959,1293,1031,813,105,0.000000000000,122.426600643364,4f17393093da56498f73542feb68476455cc8e8bae347f9c12cabd5347310ca6
17,95,4096,389120,4.506411902713,5.309448880384,1034,1110,1106,846,104,0.000000000000,122.555354760450,d1a054a10a6077ce440225b8249ec98fab881b34ec03a2bbab940599a3b0e5fd
17,96,4096,393216,4.508582142833,5.336021442425,899,1339,1105,753,107,0.000000000000,122.625902380770,143b4ee6f789886ddf2875afcf5395032b26fea71e7f5cda63b9d15cc341bef8
17,97,4096,397312,4.521396298404,5.330245838146,900,1401,1010,785,108,0.000000000000,122.738973655184,4b8cb3c07e7767df861554dce656b49dcc748bed33a716da5132af80cbe57c46
17,98,4096,401408,4.524386995993,5.398458628503,917,1353,961,865,107,0.000000000000,122.879593710454,65a59d38639d563136d04d216567b4025d51e518a2cd5cbf1c4c5052730d99b8
17,99,4096,405504,4.512228021382,5.374200659746,897,1299,1127,773,105,0.000000000000,122.879593710454,41a4b9251f588bd6f927bbc0ca3fa1a0a2e18495bc1cc7b3ee5e89b2b6d8b905
17,100,4096,409600,4.528403222740,5.424581152680,888,1290,1047,871,106,0.000000000000,122.987058087648,fb5c6e14dc01561ff13e4f84084f59a715ab7d4796376cc066506da4a90f2e30
17,101,4096,413696,4.514031155653,5.346549915579,878,1307,1023,888,109,0.000000000000,123.032464925627,01c68e89baedd91a3aafe6c0a270908498eb1d647ee698be1c416cb6474b0911
17,102,4096,417792,4.509719030861,5.309783838286,1030,1240,960,866,106,0.000000000000,123.019614097458,7913f89c9f74f1dc4e58d440d046018ac28b8e3c2fc7a5b87659ce851f3b489d
17,103,4096,421888,4.506008857733,5.324581329369,1104,1163,986,843,105,0.000000000000,122.994178046463,51abd55b216dc481d11431abe4f8c6d555791a447ef73e10fbdf458a67d9740c
17,104,4096,425984,4.514142716753,5.336292546700,1234,1286,773,803,108,0.000000000000,122.971618208110,ab5e44d36a1bb9341bd96ad6d84f1f2677fe40afb50603752c830adec0a7bf9a
17,105,4096,430080,4.525406721981,5.339673762923,1071,1163,963,899,109,0.000000000000,123.038260705362,c86fd715183cfbff13fba4ae253f935086b363fea2338622b8ad449000790116
17,106,4096,434176,4.514902343574,5.292562987577,1045,1089,1029,933,109,0.000000000000,123.072932605123,9ba33d3218a0325ecd5f11ae5736c0d37f498824fb59dc450745173572f3035f
17,107,4096,438272,4.519422312347,5.339762491577,1023,1105,1000,968,111,0.000000000000,123.072932605123,75ace2dc33786e8d912a01a82e3c02d377969506cfbfad61d70bdac0a351d088
17,108,4096,442368,4.520076733989,5.336384572676,975,985,1251,885,111,0.000000000000,123.103345645814,8fa8d1e34ec7985b047e2ccb488e5c63eb7a89e00329dba4dbaa03d428a8c715
17,109,4096,446464,4.509241175451,5.289386088521,1049,1154,1128,765,107,0.000000000000,123.176491221540,046b1f187f46e9b2075b69d03da2ad2b5e1e559d1de933840e93dc4b2c1b426f
17,110,4096,450560,4.515433398267,5.272547557911,866,1186,1263,781,102,0.000000000000,123.289193784345,399eeedca337ce9400cc933bf45e9cbeb1cd8845e8f18b1975d7aa040a89ecf6
17,111,4096,454656,4.543413884320,5.374565693530,884,1314,1065,833,106,0.000000000000,123.380067105027,bfeac032024244c86bce2fb39ce48e61efa853df840ecf843e534b708af99b66
17,112,4096,458752,4.535533424732,5.400919831742,1011,1217,1029,839,106,0.000000000000,123.451336074667,f946b542cfe62b7aaacd06daea9405122a414a79de3680264887fc2be4927a01
17,113,4096,462848,4.536297492682,5.369501005884,915,1163,1221,797,108,0.000000000000,123.477647705379,acf1ac9083da2ba71f4c8bb95f8cc2c533cee51f667c2aca08d5c001ed79fbe2
17,114,4096,466944,4.526882276876,5.324275689534,871,1234,1267,724,107,0.000000000000,123.667513657275,9bd395f76e15e5e0bdd28c5918d1f6b72169a317e3b6920fa50670108c5ecd37
17,115,4096,471040,4.537023045761,5.366344624451,1012,1215,1115,754,108,0.000000000000,123.741853881093,3751505f64827580a28c3674b18291b284efcdf0a89456933d8a2104ac5542d0
17,116,4096,475136,4.544941653101,5.381056163184,808,1323,1211,754,104,0.000000000000,123.949243729235,10bd1cf8334a7d611028462bb02c26047f19b1fe6dc866d1ac76819f1ab61410
17,117,4096,479232,4.534937789383,5.334689145815,760,1374,1173,789,107,0.000000000000,124.156340304130,cc803558662c50448489a634785065951f401cebbc2d4b13c1bb44fa60f5c681
17,118,4096,483328,4.538652746153,5.354875144766,1106,1204,1107,679,104,0.000000000000,124.362174952269,dfbbfb0565ef05b2efca2ca298a31c3c33d5a90e83e7dc5f651bfc257e5bb1cf
17,119,4096,487424,4.533700558434,5.355136218111,996,1179,1241,680,103,0.000000000000,124.470472619806,6bea48a7fcf782ce34aae246a0a2da1bef80f545bd792d0f548a0c3d65f9c94d
17,120,4096,491520,4.542004278436,5.354938012183,841,1289,1152,814,104,0.000000000000,124.602823626269,81bed3536e713b7d84a7c8d43a14c19248cdd7b48120ffa0f45c1525f5defce6
17,121,4096,495616,4.543316882472,5.377457471294,815,1254,1101,926,107,0.000000000000,124.741603278035,a506bbe49b18f01dbb138a2f3531516f706bbb6967d76040b467dc18ba5e2cfb
17,122,4096,499712,4.543353916564,5.353721330319,1152,1431,814,699,107,0.000000000000,124.863999524170,d47e0b3b77b1e9e26ea904a7009cc6126dbb78d8f5a3ff29a30e1e7764b31ecd
17,123,4096,503808,4.545385895449,5.363317019298,1147,1295,918,736,105,0.000000000000,124.945666133722,2db31c5b21ec1a49cd10d9f2d207aa01c970c8bea3030441bb5c6ea2a74b5fb4
17,124,4096,507904,4.548177283681,5.374775540974,1282,1298,937,579,108,0.000000000000,125.005156488085,927b7dcf1f11e18482575631cb00748aed6c2feb1cffbee82e7a51c32f09b305
17,125,4096,512000,4.542609890625,5.378211046874,1060,1393,849,794,106,0.000000000000,125.059649412649,542a7e94a2d02337956da8222fe766885a6e2e34f49af2469851bdf26bb52f14
17,126,4096,516096,4.541295955984,5.376327378622,1036,1422,896,742,108,0.000000000000,125.125433616497,4824db5a2f7bd36df41399dc622c3dfe01438b366c177476b8a328d5b77290f8
17,127,4096,520192,4.559469994808,5.369929295639,758,1296,1459,583,102,0.000000000000,125.130146608775,837946c2cacda472a8012d761024f0afe30963805da20f0b108749ee2afcfe14
17,128,4096,524288,4.554015798641,5.378005577376,919,1181,1332,664,107,0.000000000000,125.286093827600,b0ec6e8aec6a6478f31a00c30aea8ae7c33dfea131ab3f4567dfe59a412285c9
17,129,4096,528384,4.553525427724,5.382688624960,879,1231,1266,720,108,0.000000000000,125.472976855056,29e1cd8e467d0a781fe1fff99ae16a0369f54c08c2f01b852bcbad4b47bcc73a
17,130,4096,532480,4.545748065452,5.364469800870,1014,1226,1126,730,108,0.000000000000,125.650969517360,2df266cc867a5d0805ad8e1959eaa1efc3e2f33a7c1fd7f6c4e8ae7742bb4429
17,131,4096,536576,4.545733764296,5.347749998591,1274,1224,891,707,106,0.000000000000,125.808315963368,ad74b5c77946fa9ca4c36801523fd65e9cfd8361e87e6fa6406e9875e62b5f1f
17,132,4096,540672,4.546656455402,5.328782559888,1557,1162,847,530,108,0.000000000000,125.808315963368,74187eab78cdb64371719d29efda5b1d25afe3a4380e4e0409744665c0c097e7
17,133,4096,544768,4.541800390460,5.331175682933,1139,1100,998,859,110,0.000000000000,125.950939601530,a89db7ee0a69d6ae82769089169da20f0264ea709f9e1edaae53e87086f7e81a
17,134,4096,548864,4.559574677140,5.398924196843,794,1415,1194,693,109,0.000000000000,125.950939601530,162c8e3169ff39038189b73ff98886e150213fc906734e13ac5331aeb0847261
17,135,4096,552960,4.559498168634,5.406616209691,969,1458,1068,601,109,0.000000000000,126.069748762766,ea97284835ae507491310cedce9cf00155d1e86ac586d43d9b87c13603fa1d5b
17,136,4096,557056,4.545523090692,5.316608476051,942,969,1182,1003,104,0.000000000000,126.185023003470,2fc825439d13ecd26cd1c14f7ce50ed113480311ac67a3f2383cfca423828f13
17,137,4096,561152,4.545366553761,5.393891508015,1023,1292,943,838,107,0.000000000000,126.283769244298,de657c8d9c56248fe7230c88594771320c24f6188c9d59f84d44c2e977fb7809
17,138,4096,565248,4.558840507583,5.358541717831,856,1055,1557,628,106,0.000000000000,126.381910558601,a580487b489f44e308a218c6579561154e1e5734941bfb9d4531a7776e91c48d
17,139,4096,569344,4.557238446937,5.352139334624,814,1224,1407,651,108,0.000000000000,126.471143642579,76b5f29c64869af966827e87f7b095d23a030f7b33e8de867b659e8f4b8ba3ab
17,140,4096,573440,4.567971583077,5.380710551059,1184,1266,1040,606,107,0.000000000000,126.471143642579,0b94377a420ec530ac8dcd4391ceb54df7611b83042787e258f3a68333a72273
17,141,4096,577536,4.565162098007,5.372728958433,1542,1160,702,692,102,0.000000000000,126.556962765503,88185d4c2efce3e8da1911f9551b8d1f8765095991d90b2f3d06daf74743e6a0
17,142,4096,581632,4.569877283673,5.389026224535,957,1134,1421,584,100,0.000000000000,126.632376949902,cf48de0bf52843797990f1bb3ff662be037312edbc60fd1222e91af406c3c79f
17,143,4096,585728,4.562922025498,5.398525016054,990,1275,1045,786,101,0.000000000000,126.695120781274,93482f611bc87ca996391039ab1251efd438efded5b6a96fa8c895fb14831e8e
17,144,4096,589824,4.572445203343,5.412014211808,1316,1463,713,604,102,0.000000000000,126.695120781274,fb6409b481dd91559b1bc1e6cbbb954061c96f2a56ac664ddac104f8464d963d
17,145,4096,593920,4.564527749499,5.361228185497,1316,1405,881,494,102,0.000000000000,126.747714397750,da8515bb14151a0990f33c42b7d0143ab8a474e321c7f5001db1c0c6a8c47b73
17,146,4096,598016,4.558931223236,5.402151162477,1137,1322,1023,614,110,0.000000000000,126.788970753508,d5afc5bc010410bb7419f56f7146158c98ffc1474de966d1ffd5b1da331bd05c
17,147,4096,602112,4.562943696887,5.354628303175,845,1325,1314,612,104,0.000000000000,126.822783012309,b2d81e53e124f3a200681ab1e95743c02c1c151e1a35633b903471106bf11bbe
17,148,4096,606208,4.559131218879,5.366829563015,892,1475,1072,657,103,0.000000000000,126.853050216968,b584ac2178490f71ef90775c3d4e6395a1f74a00798e7c24a0da01f9b00d5441
