trainer_seed,epoch,transition_count,cumulative_transitions,mean_original_reward,mean_training_reward,profile_0_count,profile_1_count,profile_2_count,profile_3_count,distinct_state_count,q_min,q_max,q_table_sha256
29,148,4096,606208,4.560528108285,5.340436651890,1353,1119,988,636,105,0.000000000000,126.139727056036,320a191736003c072f015dec2186af2fb9ef7169e029f565ef9c881027069472
29,149,4096,610304,4.551534568486,5.304532805194,1021,1278,1047,750,102,0.000000000000,126.165156715842,9c541cf5d13d0903e044620cf9cec15bd56b539e2100decfab13b670d9d18e3d
29,150,4096,614400,4.561427261351,5.369191955560,1030,1380,1013,673,101,0.000000000000,126.176994166663,2c791c78fa108df20f963d9d288d29807e6d6da2ea2a89079d453902291009d5
29,151,4096,618496,4.583934670662,5.402458897494,1420,1359,742,575,105,0.000000000000,126.186368286792,46b4cf122808b886f80df3b5f282e825a8bc38dadf7b0d4510c687b4ea6da016
29,152,4096,622592,4.581656830705,5.396570193912,710,1371,1319,696,114,0.000000000000,126.185695179855,0cde21cda37b6e231d3481408b148c11a8d238bbd0fdd008498f36463975e838
29,153,4096,626688,4.587209578399,5.368903255002,613,1608,1210,665,106,0.000000000000,126.180141268023,a6ffdc26b2a116f082562474bd1334266cf9a2c6e1099d0e599d3997a7b38f55
29,154,4096,630784,4.567639826252,5.313658914382,701,1028,1417,950,110,0.000000000000,126.165065298318,b83e7a2f2609aaa4992b747ad5ce3e4caa1a072f128bf80d393acfe2003f0ca2
29,155,4096,634880,4.583950535128,5.391719132701,1169,1346,855,726,105,0.000000000000,126.149368121643,3a8db897c773ba6a60fb8a74454627b841b5fd975324716a2ba82049f6d8ffef
29,156,4096,638976,4.582859921776,5.372342030853,1418,1258,796,624,106,0.000000000000,126.125350741613,8a36fccf01f6b0d52e6dbfa09a6f77b34995eca6dfc3f006bed32e6519b198bb
29,157,4096,643072,4.590882609266,5.445301921440,1334,1415,776,571,100,0.000000000000,126.099319411989,096302c77b4d08fdeb26ebdc2618da12d56ca48d9ef12c65c308e8ae9c0af940
29,158,4096,647168,4.578575539031,5.421708406123,1465,1316,728,587,100,0.000000000000,126.070469350191,5f3644e5b4ace120e449a54fea1051544b771b1146169f69912ff7baac721437
29,159,4096,651264,4.589937629021,5.418926785617,1239,1376,751,730,106,0.000000000000,126.038898025555,b6eaf582d4a6173e6d5f8577279a53e38255a0f03fc59f0e7181a2242e1e2ca3
29,160,4096,655360,4.587558380530,5.412412721339,1233,1125,696,1042,108,0.000000000000,126.006856185883,a768dddba9818698f6ec402cc1d23d4b5e1ea83cfb141a8b225635dc85027e6d
29,161,4096,659456,4.582878623912,5.392924651900,967,1432,980,717,103,0.000000000000,125.972946075177,67866bbecc8d55c633a8b63df9180aa59f740a6001a0ab0e49a8a59a00ca592f
29,162,4096,663552,4.611229366594,5.467838853096,1217,1619,781,479,99,0.000000000000,125.937065015984,64dc6bff364133d2631b93fedcf4429372a774c2548c6767edf85bbd253cee73
29,163,4096,667648,4.600618334560,5.442313670271,1387,1534,753,422,107,0.000000000000,125.896368755694,14b7cd1b1e844d6b4b3ac32233f5eabcf5fea0ab14030954457f9ec26c09f33f
29,164,4096,671744,4.582205557016,5.406199181190,1042,1390,1087,577,103,0.000000000000,125.851678751255,8d72789ce482d67784257081c6b23d17bb5ebf33444794e1a7e23c360aff54f1
29,165,4096,675840,4.595612069815,5.454074255822,1076,1630,746,644,100,0.000000000000,125.804629102112,5c88fcbec8af1594cdcc1b22f553d2d6917bbb904da7fe821427407e8424252b
29,166,4096,679936,4.589736571060,5.434235835020,1140,1577,732,647,101,0.000000000000,125.748599270230,848d30c48492994009cbc50327d8e1dbcf019ea422a3b3f8459a14599bf06cb8
29,167,4096,684032,4.595776472659,5.407931574231,1308,1248,752,788,99,0.000000000000,125.702975796215,e88f16cf9c6aee112f3219c58175dc8758be604fc470c269564822255496a7e9
29,168,4096,688128,4.604860847350,5.429803740964,1533,1625,468,470,105,0.000000000000,125.656651164106,c05d6f9d5775db54cb1e9ba42ec02fa0e602aa1d76aeef933b8acfc76beb3e37
29,169,4096,692224,4.595290245223,5.415105316829,1176,1535,744,641,106,0.000000000000,125.606084158202,314a9670a0084321ea32df06ef195ac76c7d781f4a243102a8b84105ee1e9195
29,170,4096,696320,4.595019845389,5.381211217493,1449,1165,1104,378,98,0.000000000000,125.552629632270,accb465356c624040c1b79641e6d6fbaed488ee34be4c1b9f697798bf9434691
29,171,4096,700416,4.573954484968,5.337416084404,1204,1051,1076,765,106,0.000000000000,125.492845824231,d7eaa81851962040b547c52c9333215a641a95fd5d8741e950285c14eddf743d
29,172,4096,704512,4.575359598748,5.373358805149,1364,1417,692,623,105,0.000000000000,125.440923086794,de795dd75604b447bec5fcecb479c30d1fb3c3af9410cdb4eaca6c438dd31a64
29,173,4096,708608,4.585576266710,5.378300184028,1540,1165,827,564,106,0.000000000000,125.385262980991,b2e3baa091b516ee4a14108d9122088b86cb8e02ab2003ee3905628be650e89c
29,174,4096,712704,4.585655461333,5.365946064081,1403,1010,918,765,103,0.000000000000,125.335168885769,b7bab9837486a45722fa459a37b2b21eecbfdbed6d45437a30aaca475bf63bce
29,175,4096,716800,4.593843559923,5.393827852974,1283,1299,1004,510,105,0.000000000000,125.283977135578,a701ca8c249bf2d3673a0e04e1790337c1277ef9dc4c94ae43d917bd451113e7
29,176,4096,720896,4.592411111079,5.383959874002,1259,1094,1291,452,99,0.000000000000,125.223846920867,cd880ad301886b425aec08023beaad347136d78dff314f6a6c1e9d3dd12f545a
29,177,4096,724992,4.593245964160,5.412165008982,1140,1256,1385,315,102,0.000000000000,125.173461980654,8124b4fad83f4f2a99d2421f5e027da3af8547bd3559be47e5734cd965b228ed
29,178,4096,729088,4.596553451079,5.407743589473,1191,1250,1194,461,106,0.000000000000,125.120448446600,28e8114359844a8f9569290b6b71c452745b94200e82cd009aa1f7b7c4dbdc8f
29,179,4096,733184,4.595289383793,5.426710757829,1026,1215,1294,561,105,0.000000000000,125.064838086112,4d1878cb11816df4c763a4485ecbe4a0263ffd59d9f941e9f7acbda7ee17ebfe
29,180,4096,737280,4.599209845520,5.431552760987,1304,1260,819,713,104,0.000000000000,125.000401460830,cd5d966018f2fafa00b093023593bd6b41c8b1d68af8e480a1192c79392dd605
29,181,4096,741376,4.609117586041,5.444544074632,1435,1457,874,330,101,0.000000000000,124.938434698719,4127e1311a916efdca7ed127b0692a5b07c33e96b67c796a6a609b2ebe66e1b6
29,182,4096,745472,4.600190361518,5.426575899198,1386,1669,581,460,105,0.000000000000,124.882998554506,311542bf4356bea89da91a6bb9b9b1d864acff16140562041d50d53b84fd8d36
29,183,4096,749568,4.601158007899,5.433779004253,1452,1633,547,464,97,0.000000000000,124.819863176154,894146cb4ee763ffc3b8e939bcb20af6ba8447f4e678431d6d2f8eb5db94c423
29,184,4096,753664,4.605549513814,5.423220027910,1991,1292,566,247,97,0.000000000000,124.767021050505,7e8c925ab2e4902fe3dc6f0d9d6005ff9b2717fb87ca50eb36891d9705e5bc80
29,185,4096,757760,4.581861497606,5.358517767768,1201,1174,956,765,101,0.000000000000,124.717313821645,05b52dad8f5fbaf5ba703fae7f2968ce8e7e031f8841f79317f0a4d2bbbb0f53
29,186,4096,761856,4.605146041892,5.446178894131,1406,1567,646,477,97,0.000000000000,124.658711161215,8e7af704a06c9ae7b673cdb42606f6636bc974add726c49f61edc210c62a8ec1
29,187,4096,765952,4.593437961019,5.419891004232,1162,1692,767,475,97,0.000000000000,124.601890278827,678b67a1afe255e2aea6f1b2cc42c18796d6a0cdd25c999fe6ec250f180f9b9e
29,188,4096,770048,4.608930371644,5.439197072513,1374,1773,491,458,98,0.000000000000,124.547723640960,bf3ee82ea70ceeb63ba104a74f7d76988b1d44c54f0a6e2ea2147cad2bc8cfe2
29,189,4096,774144,4.609167402340,5.445894707018,1352,1687,463,594,99,0.000000000000,124.493536597188,aa9432833d7d1a4fca004edc73f3983f7f063aa6249304b04d3b50d38f56b4a4
29,190,4096,778240,4.590636287798,5.431902084786,1437,1426,532,701,103,0.000000000000,124.441075435254,49df80388f7b6645da82349b2439250decc2ab9ba337a0c9bc431e45282f516f
29,191,4096,782336,4.606166207992,5.454198523373,1067,1488,1040,501,100,0.000000000000,124.400608092443,21c401039d03b2f40032fb32769f06bf56efb5a0af6abd8c77beb348e44ce0d1
29,192,4096,786432,4.607600845525,5.456107971943,1203,1556,759,578,102,0.000000000000,124.359239747983,88a677b384d2d63e48821fd0fb50327a1783e933cc61a530f5902b33d8cd0b33
29,193,4096,790528,4.612334158138,5.449662804426,1071,1626,833,566,103,0.000000000000,124.318165419506,2c098f0dcc560d922f3df5fd5bd991859e0ca9a67c6189976afb9749be156e59
29,194,4096,794624,4.589947914350,5.404356110524,1441,1366,576,713,100,0.000000000000,124.268510071618,cfc01161fd38e1f33f790bab78d56da0093cdb6fceb67eea6e6336a38d6cb435
29,195,4096,798720,4.594236747533,5.416640837786,893,1373,1230,600,103,0.000000000000,124.230260629894,d306a54fedc172fca912a81a4a22ed2761fd5856303ecf368c39464c45f3c960
29,196,4096,802816,4.596102580200,5.401215984861,1227,1209,1187,473,100,0.000000000000,124.183410819443,c9fc67e8e7111efca3cd6962b9d6631c956a6d06171c5145ca3eac09cf4d775e
29,197,4096,806912,4.614617874652,5.436861635326,1296,1234,1221,345,101,0.000000000000,124.139002774336,c2bf55232e86db75768ce695a5fb1ff39abc5df9e8cc6d8ee13d329bbaa0e321
29,198,4096,811008,4.604808009441,5.403172467452,1376,1200,920,600,103,0.000000000000,124.100942546223,06d6004ae87b009bf2e23b10e57f9c390cf0063d852af68d0558fe677f31396b
29,199,4096,815104,4.600683612503,5.428109450012,983,1405,1097,611,99,0.000000000000,124.061085417135,f65aeab03dff0af99895fb221819afee94bc1b15dcae74fe4f44aaf6e591374b
29,200,4096,819200,4.614272568374,5.464411074277,1163,1574,913,446,102,0.000000000000,124.025214000955,f6b5d5de4863ae41171a788d4d3b8c8b5de283bcbf2a31f26d465d9e4b0f1d0f
43,1,4096,4096,4.448839227328,5.217020483531,992,1032,1045,1027,105,0.000000000000,38.427265148408,e74ca7c7fa3ba8fcaf6177506121f9841387e1040d0cb2e0310760f7cee463af
43,2,4096,8192,4.444462729369,5.181338710443,1049,1006,1070,971,111,0.000000000000,53.304788382166,c7dabf15e99fde124e243c771ef77b0861170261faab28100b57c9ef6090fd81
43,3,4096,12288,4.447769904168,5.199672390110,1035,1005,995,1061,110,0.000000000000,64.330584093892,28e437b4b00cb9d726bc17d486b82ef19ff16390e298503c537d7d402b0b81ec
43,4,4096,16384,4.446397546816,5.185729347421,978,1005,1016,1097,110,0.000000000000,70.310291083674,fc983fb7ee4b248a72f194928aa76fb57cb8db7161cbc27f86472b86ff59355f
43,5,4096,20480,4.442505429968,5.200825919090,1001,1020,1032,1043,108,0.000000000000,78.739525871854,9ece4d353acd3424f8d3a4c6a8894e94f21b4be2262cfa8eae307269f110afe6
43,6,4096,24576,4.446143384122,5.186633106802,1052,979,1012,1053,113,0.000000000000,85.026452510443,526ca46d22bca3dd2c97fb02601fe0a0dbcbf913d64b0ddc34b12e737ce91c02
43,7,4096,28672,4.439454928752,5.166725965007,1070,980,1044,1002,111,0.000000000000,89.025562747232,d477682e19d2b1dd4255388af6ddd579ba8c70933ce73dc27776026a327a7b43
43,8,4096,32768,4.446339835498,5.210283658399,1009,1047,1013,1027,106,0.000000000000,94.404777971274,1dc0f406146e94f4822a84394733bf9d805cc35ecb3e5b0ffd6730c3ae58898f
43,9,4096,36864,4.444372806542,5.160778823824,991,992,1100,1013,106,0.000000000000,97.360649152407,ce2d5c88371a425c652ca9a4e340c3a7b2472d8e7892056ec9fca5b399c642ba
43,10,4096,40960,4.445126728713,5.188376055477,1038,1036,1005,1017,108,0.000000000000,100.721661669605,18213fa85337c1c803b352c8bc5411e7fadc9d9e912b8ebd5cbea3e37f9aa19b
43,11,4096,45056,4.439846696191,5.173567937108,1056,991,1050,999,106,0.000000000000,102.621372755552,3de6d51639004f547b0aa2773e0fb10e88e920c5246055704c63d1da042560d3
43,12,4096,49152,4.447440485188,5.198486550125,1001,993,1093,1009,105,0.000000000000,105.094625626498,68e95e29d749a1f1f835ea578e7876df9647bc10e8e20bd4e07010a163838bfc
43,13,4096,53248,4.448233896827,5.185546915433,1003,1004,1061,1028,103,0.000000000000,107.259158699742,0f7f13d5ceda80a66eefa7727ac1ff81f2fb7e5378abd563cdfec764b2113768
43,14,4096,57344,4.434967841403,5.157713162489,1045,982,1073,996,108,0.000000000000,108.248376250111,af4d9358876a20c52b0a34c45964265b5c352a8340cc8f6b26b17fd784e4a57d
43,15,4096,61440,4.444410675018,5.160792602417,1013,986,1077,1020,101,0.000000000000,109.348185273942,88d0ea0ee897086eca53fc9fbb807a75f89d9b0c1931be0e7ad2c5142ceb062d
43,16,4096,65536,4.446612218998,5.161688622088,1041,1015,1060,980,105,0.000000000000,111.063735987741,7133d871246d8e1c12f234047301aa03c75ecaa353a0eaaa053674fc46bdc3a5
43,17,4096,69632,4.447622753359,5.179043259529,1023,967,1048,1058,107,0.000000000000,111.848474579365,e334374a20cde53a6d4033d86c776aa8dc6cab8c96c468a89c2119bdcd7dee14
43,18,4096,73728,4.446105732890,5.186359454998,981,999,1076,1040,108,0.000000000000,113.050689759327,99376808d8dc3a1f42d8c6c34dd9070376944aafeb0a9cb6596ffdbac81435d0
43,19,4096,77824,4.444673223166,5.188045920009,1051,1061,1044,940,110,0.000000000000,113.669244963438,a07307ac9cc793dce9ba03a243aa16c1baefc0c66842e036b04a8228ddf38796
43,20,4096,81920,4.440258774889,5.173722111276,1000,1066,1042,988,111,0.000000000000,114.068346666989,2bc849da84681b499d215e80ae40934ff28a7fcfbf85f4d8ea07f046e794c400
43,21,4096,86016,4.442276578890,5.183218620247,1042,1073,1033,948,106,0.000000000000,115.114726758439,ea6af218377b7c278f94a278ef9408a3a3e5c7b8a38af78dbc4d56492f2926a1
43,22,4096,90112,4.434396688503,5.187744468856,1034,1064,1029,969,109,0.000000000000,115.735787675936,e0a7eb42c08b5d909b57941359747c9543c6724e00910e77aeba8257cd2cbc37
43,23,4096,94208,4.441335573525,5.182460458162,1077,1053,999,967,108,0.000000000000,115.593853596379,d3b4f0fea7e97f0b664dd66ae6e64b8bae3497c18303295ef6be40f0dd7f6f61
43,24,4096,98304,4.448068261423,5.178276463662,1092,1020,1022,962,110,0.000000000000,116.114278061702,617ea853d142bb65a9f10dfb20c5f2f48a9ca7a33de136fbbec0c013090cb72a
43,25,4096,102400,4.445826801074,5.180666091016,1036,1028,1090,942,104,0.000000000000,116.448868297086,2cb7ec85a6e4010f6d6c5bc2c6903c15d5c40ae041a609410be931b06b3176a1
43,26,4096,106496,4.445672300126,5.195197501283,1037,1061,1010,988,108,0.000000000000,116.627124359640,2769601171712d5e7b136f6fba621cd4593793a4f33891314f8274c7465957b6
43,27,4096,110592,4.452077763396,5.203236834834,1012,1053,1080,951,105,0.000000000000,117.332261739431,6f45c51952cfbfd7a2d171f9dc48fe435551a4c9ff75577464a9b0d19269d9b3
43,28,4096,114688,4.441328992446,5.176897024471,1003,1126,999,968,109,0.000000000000,117.588121103090,81c5ef3f943bef258895cda04fe6fa1dade781f4febfbafc7dfb2c09358bd9a6
43,29,4096,118784,4.445215469901,5.181519594446,1105,1124,925,942,108,0.000000000000,118.020691016742,5a542f3fdc29a754061bd1c938f4e19bb1df075336ed5af5a8a9590cbecf335f
43,30,4096,122880,4.450555698154,5.188608534803,1085,1075,1007,929,107,0.000000000000,118.244679593263,56426b147d35a128d3667a7b76989b6eccd259d8194f142bf607183484dc2203
43,31,4096,126976,4.440521900856,5.168342486236,995,1051,1039,1011,108,0.000000000000,118.041765177644,b74b4556092f6d985e4a9f71d04d10582c5bb4df05137ce17f9cba34595c6e92
43,32,4096,131072,4.445135005511,5.204197248606,987,1182,1033,894,105,0.000000000000,118.818836605139,170074fe3041f94126be7d60ec81caa67942dc6bd62d08b8cb485eba222a4514
43,33,4096,135168,4.444924471199,5.192311654329,1038,1011,1073,974,104,0.000000000000,118.483177599072,3f1799517d0dca657a1a00ffaa7a44861883ba071f0fb77aa61eeb6d3cd1c733
43,34,4096,139264,4.446466656540,5.215160571471,1038,1109,1042,907,106,0.000000000000,118.721671771177,c3c04687a26bbd91618c3d30c11acd0f603aa2b52459ecae3f8c343eb8be3c2a
43,35,4096,143360,4.446579505686,5.212437651650,986,1160,1030,920,108,0.000000000000,118.758798664137,c598d3e33085057afd330cea4732f5dbfd8f6a61d32cd7098e46dbcf8669d351
43,36,4096,147456,4.457298163493,5.216401638346,1077,1184,951,884,104,0.000000000000,119.076659107874,bceb8825db01e9513e1509a19624938f085767a8d2b1738508e5a9e49c95f702
43,37,4096,151552,4.451784662942,5.243768534580,1001,1137,969,989,105,0.000000000000,119.136852876757,cf32da329a9543c9f2487ad7800b5b4911d7b957dc3e16e2719bbd4f0e15f962
43,38,4096,155648,4.444998948412,5.201322453805,997,1150,998,951,106,0.000000000000,119.121253568968,eff4d9a8d90b13955be0f060b3a2de79c854f38fc2e75daa233e680004b29b3d
43,39,4096,159744,4.452095158260,5.229437761945,1061,1140,983,912,104,0.000000000000,119.224904578094,d8b57c5dc2267521435106861f044bf451311154f5e0a119cc1008068e7f5c3f
43,40,4096,163840,4.441494845270,5.186093150610,1072,1112,1020,892,106,0.000000000000,119.381595417503,c3d18cc4d9c826c2f78a996cf0ccc773a92faa9b10820620e77132ac4868fbff
43,41,4096,167936,4.454932561999,5.243557396434,1083,1177,983,853,107,0.000000000000,119.098335277400,450cf27fe401a05c2c035a7f8a2273957dcb987b99ade7fcd22de861d8de1f93
43,42,4096,172032,4.439637119256,5.207688125460,1083,1213,911,889,106,0.000000000000,119.013833870194,634c5f84d7cbce4b13a57e5a93fc90a2235e0b5487fb9b4704110a51f4e77507
43,43,4096,176128,4.450254722776,5.229259613759,983,1113,1082,918,107,0.000000000000,119.418673819110,8134d1548e6a8e1b80965c54ae62074235304e001e73a0bb651da2edcee2cd91
43,44,4096,180224,4.453378656771,5.240719705208,1025,1175,970,926,108,0.000000000000,119.310461328696,aa789b3e6b3e95291448948048dd7acfea686498568ecbe2613ee631e2ef1d19
43,45,4096,184320,4.451461490292,5.200910902574,1159,1054,1048,835,105,0.000000000000,119.293509369709,77bde0594e4fa3c7443cf16a3c496178a7a9c2de76f8857760321e352d255dca
43,46,4096,188416,4.456687527140,5.221668565592,1028,1085,1029,954,107,0.000000000000,119.012594124085,03a5bd17953da3a387dac8902569f5c8bb079d1b587bde1edf4eca6c0100d39b
43,47,4096,192512,4.456971591573,5.214036268636,1043,1144,1012,897,105,0.000000000000,119.207578105730,6e17eb297d8323ded0e63c5ae72b83a41bf8b8f6053da7f0fe95518befbda186
43,48,4096,196608,4.462623353196,5.243185307314,987,1205,1037,867,108,0.000000000000,119.506275012233,accf54de6e22dd6f52448cb8552f62cb1fcbfe70166d8726e94d97e23f2f3cb0
43,49,4096,200704,4.456994840216,5.234834829613,1039,1135,1086,836,106,0.000000000000,119.620075814879,25688ffebc0affa12bf010a11e4a1de54523a67c23cfce6e154f52f7686ea203
43,50,4096,204800,4.464626929643,5.224372464666,1109,1125,1017,845,108,0.000000000000,119.517440991244,fe8a6db84786cb2a7901c5a36128ff904a385cca4ca5234b044811745531cb36
43,51,4096,208896,4.469417030222,5.277407378700,1054,1185,1010,847,103,0.000000000000,119.503407638261,e88031d20fcd3069afb0e1312f3bb9509c59625f3b0ff66b0cd5148573c891ef
43,52,4096,212992,4.465300666185,5.272681180365,1021,1188,865,1022,110,0.000000000000,119.783902159905,5f961f5f9e7b93620c1e6eaea39e611e0a426b33a23dae0a9c13ae694dc702af
43,53,4096,217088,4.468146313864,5.242123829675,1037,1190,1001,868,110,0.000000000000,119.540193450167,bbe7de61243dda8ce568c29ebbef83828c5baf9130501b7736f76ebbbc474dd0
43,54,4096,221184,4.451896348484,5.257177679092,955,1255,979,907,106,0.000000000000,119.609600882758,1f7dc9d28cf24044a54d7cae72299e244dd06ede800533c974df9a73e508bfdc
43,55,4096,225280,4.468248295772,5.275958026836,1003,1172,1002,919,106,0.000000000000,119.498004710735,30738a83ca9cefa647bcb68de0d913b17cfab4a2c1dc403d06a20d9443c98c9a
43,56,4096,229376,4.463942515072,5.271839396227,954,1185,993,964,108,0.000000000000,119.314305795918,432b0cf5e43c34d004a6f6283e37d779f5cc74f67052c49caef45e9d831b9546
43,57,4096,233472,4.468015952269,5.294924160638,1016,1315,879,886,103,0.000000000000,119.411880869107,5fdd842e7fe1e28da12db452a6610ddfe3d54be90f1639c2cde934c35aa295aa
43,58,4096,237568,4.462845589862,5.268354039136,1024,1297,926,849,105,0.000000000000,119.398899517418,cf949106717cc2e11221e8bb3ba9ef6ff6ef01985145269c69330c7999c5170a
43,59,4096,241664,4.463986227165,5.264546471161,1042,1173,1036,845,104,0.000000000000,119.090777471385,d561266c4f4529cbbde5b9f76b74b49424bd1e2d1b28568f23e7fb5b260b489a
43,60,4096,245760,4.471985130619,5.277899018570,939,1118,939,1100,106,0.000000000000,119.302187950115,78dd9136de04721d730c2566a8bfb90b534da2f0d6a3b4b294dcd9098ded7be3
43,61,4096,249856,4.481159489870,5.311584736824,964,1160,1029,943,110,0.000000000000,119.218812224954,f4b6b8471a8ca237a8d27f8587a06fccd898f355011edcde8d0e49eb2216a874
43,62,4096,253952,4.477861599677,5.285971301051,1022,1189,971,914,106,0.000000000000,119.072963949171,14c6a3d6d0eb08ca30743cab6cb556171ec0d02d2b9e319d2e828c7bcc758787
43,63,4096,258048,4.477837450947,5.291167186600,1020,1256,1014,806,110,0.000000000000,119.069887036568,71799dcfea592e4083b791f49e9109016a88f138bd55f5c30b08b181a70739c1
43,64,4096,262144,4.469876170542,5.267585248573,1078,1204,960,854,109,0.000000000000,119.181433353587,be48f5e3676439aa135ff54468c0bb3c639713047cbcf5445b69f6b1c8864fe9
43,65,4096,266240,4.478832751111,5.278556102101,999,1213,1011,873,106,0.000000000000,119.137757129163,2f3a1f702f16e77a1a8d59473c61b05c7cb79b3bd90eff02bbb81e25f80fe3d2
43,66,4096,270336,4.483471995127,5.314288371134,1033,1204,1019,840,108,0.000000000000,119.052478677900,b5a65d12e21fea4d9459181df4ec4c3652d20cdede69e4cda61cca75be003ee4
43,67,4096,274432,4.471159824401,5.293860489012,962,1215,1056,863,104,0.000000000000,119.006120211122,e7d4150ee3655a2935feb957a4e59b8a2cdae0ba2ba2772d41c0d490eee264f3
43,68,4096,278528,4.479664024682,5.304086762792,1023,1294,875,904,104,0.000000000000,119.164427601159,a56fb059c2e523846e42186941f2e473280e5338e1a7fbb4ee9e5d1b07528426
43,69,4096,282624,4.486893400463,5.310299187791,1114,1228,946,808,104,0.000000000000,119.215149751556,4d80fa1aefd22c454b6381b475e9e172a3bc8c498b0d76ff1d2654e632e07229
43,70,4096,286720,4.488428857655,5.344816504838,1030,1213,1038,815,106,0.000000000000,119.256847783367,b754f8965b65765b776f2dc54d94e7fe9b5efd9c08c95abc8866eebf912e9559
43,71,4096,290816,4.485166818547,5.300300574968,1030,1123,1097,846,105,0.000000000000,119.549386206875,0d8e8cd5b7bf796416a4f79749504bd484796f3d35cf3ec510f504b99385cc48
43,72,4096,294912,4.489304560836,5.319384258970,982,1312,957,845,107,0.000000000000,119.678843810540,b8f626f6b21178a433d6ee81d0c2b85873cb3498759c8091eba1656a4b179598
43,73,4096,299008,4.478612978141,5.257205818812,1097,1230,960,809,103,0.000000000000,119.815449591487,21bb014782bffc897d96b0a6939919a4c5e2bfaf9cf8ab79640bedb9d516a587
43,74,4096,303104,4.481362456716,5.313255002647,999,1269,1008,820,108,0.000000000000,119.881080618547,d52fa2374593915652caf7465d023b27e5456befeb2592b5caaf9852e4f39e8c
43,75,4096,307200,4.487391434236,5.294679506474,1039,1202,1098,757,109,0.000000000000,120.170704148707,c9e7777d6921dca16ec6d225d6e507186c0558814587b6516aa76d39d3eb5214
43,76,4096,311296,4.483789809542,5.273631406137,946,1271,875,1004,104,0.000000000000,120.417579422765,2b954e88064784e1b024ae2c19705d08309b34ede10aca1a63f80e9ebffffe08
43,77,4096,315392,4.489725472688,5.330732945440,1037,1336,935,788,109,0.000000000000,120.593140838051,85706a4ed1ff7a9996b42e8a1f104d61a90c98401c496bb58807eb5781fb4347
43,78,4096,319488,4.491504891661,5.316031773673,1004,1359,970,763,106,0.000000000000,120.648697299915,8576269dfbc4eb790405849c01a8bc21b5ca9f63323ec38a4bee70591d0ca73d
43,79,4096,323584,4.495276036545,5.312265278992,925,1267,922,982,108,0.000000000000,120.783927469484,a7b51cdc63c03a801cf0f99787bc3d9210817511d9341f467966c86e2a3f7d70
43,80,4096,327680,4.480555885561,5.304162018808,1061,1167,1005,863,105,0.000000000000,120.780471308508,dbe2602b1281833612d11de13d63a3c5f82a62711f5e6d28b04f0794c89d44e2
43,81,4096,331776,4.492166141530,5.337605484088,955,1222,1027,892,105,0.000000000000,120.778322660120,8ee7f491c6ff89467685b52a94f208d3917ffd40190a5b48a3495342c4859319
43,82,4096,335872,4.496835991496,5.379096895672,939,1449,938,770,109,0.000000000000,120.881526214892,4f51eec01d68d5a048f14128ca45214146a8bc5ee918eebb0a37a183235d8f76
43,83,4096,339968,4.493144740730,5.350650251983,924,1189,1077,906,107,0.000000000000,121.103628059066,403cf68d8c2e8837821287e53fdcaa9f07285de10513112c022570e23fb351a4
43,84,4096,344064,4.497914704775,5.375481084725,1018,1371,772,935,106,0.000000000000,121.370380140517,392336ec0ac7612bbf1b624bfbac54b544e127fc0edaa9248a038e7a144d64e3
43,85,4096,348160,4.499312992441,5.371792985389,906,1314,953,923,105,0.000000000000,121.629570471542,61dadf3f3305e2d5d2357e5cf0df92eb3ea983e34399087fa84a65a897e5c521
43,86,4096,352256,4.494487539709,5.359595666649,915,1290,833,1058,109,0.000000000000,121.808961777402,3e996d4ab8e0c5be22fad29ca1744118a76255c9d4044c150b7988c49b92084b
43,87,4096,356352,4.494598134735,5.309480429564,1073,1115,1004,904,108,0.000000000000,121.859792642905,0ed826fab54fff8c4c1e7eddd6f21f666f8e2be0beabae6bc3e8d546c3067831
43,88,4096,360448,4.508118767680,5.357337375407,1116,1161,932,887,106,0.000000000000,121.911490724835,0a374feb39717a2789bd5665f89557faa9d6f6de959ae09aaf7e95952db60d7f
43,89,4096,364544,4.505144680474,5.338006944553,987,1257,1030,822,106,0.000000000000,121.694888172149,5cb74e8bdb37d6ee923b760422363782c397a6f9e8530c4193c9118e45ce5fe9
43,90,4096,368640,4.511499299976,5.345151496778,945,1328,1006,817,106,0.000000000000,121.669324628049,8ea7c4129aa3548e3b49fd85f07871277eb048feb4bbcdb9b77f5b005b6ed1a0
43,91,4096,372736,4.518974449474,5.341690278363,1060,1144,1159,733,104,0.000000000000,121.617561070387,061b2a504dfb44d168d9150e48fd67764966bbd87685e6d613cd9ca402b3d5c4
43,92,4096,376832,4.513545134065,5.356402215948,1067,1370,897,762,104,0.000000000000,121.768188843174,c862288bcc7ea9718910b297024afd104dda5080f8efd780cef62e710ecff2eb
43,93,4096,380928,4.516649977139,5.378498346055,1001,1397,931,767,111,0.000000000000,121.669116076621,c547a3b34f78c204f24f336217042edcba1a26458bc034e0da2cb876206456ea
43,94,4096,385024,4.511672932374,5.317045733401,1112,1252,935,797,105,0.000000000000,121.863899004937,4976cfed83366a82c488df309af3d1ff7950a7591a881143f29983ea11ca67e0
43,95,4096,389120,4.512216983957,5.352324478798,1204,1335,833,724,109,0.000000000000,121.960569864542,dc472a31bd24c213d882a9c0b831504cc4ab21afb1e4c23f0a10acb5a6a42099
