prng_last,fdpe_result,skag_edge,skag_weight,best_id,best_latency,best_fidelity,best_util,child_gene,mutated_gene,pass
0x0000c00002103045,23386,0x006407d05b5a012c,0x0004461f,38,318000,61550,14200,0x2056,0x2053,1
