x,exact,approx,abs_error,rel_error
1.06394680,0.345091112484,0.345098039216,6.926731302648e-06,2.007218109090e-05
1.07194640,0.342341534041,0.342366674296,2.514025530326e-05,7.343618230167e-05
1.07994600,0.339613863382,0.339650568399,3.670501701414e-05,1.080786769087e-04
1.08794560,0.336907925952,0.336919203479,1.127752703889e-05,3.347361747879e-05
1.09594520,0.334223548589,0.334233615625,1.006703656670e-05,3.012066806545e-05
1.10394480,0.331560559508,0.331593804837,3.324532948612e-05,1.002692525778e-04
1.11194440,0.328918788294,0.328953994049,3.520575527527e-05,1.070347956038e-04
1.11994400,0.326298065890,0.326314183261,1.611737128726e-05,4.939462709753e-05
1.12794360,0.323698224585,0.323704890517,6.665931672367e-06,2.059304366255e-05
1.13594320,0.321119098005,0.321156633860,3.753585431687e-05,1.168907565760e-04
1.14394280,0.318560521103,0.318608377203,4.785610011021e-05,1.502260855944e-04
1.15194240,0.316022330144,0.316044861524,2.253138057690e-05,7.129679907949e-05
1.15994200,0.313504362699,0.313527122911,2.276021214814e-05,7.259934742910e-05
1.16794160,0.311006457635,0.311039902342,3.344470758909e-05,1.075370197888e-04
1.17594120,0.308528455099,0.308567940795,3.948569579437e-05,1.279807263861e-04
1.18394080,0.306070196516,0.306080720226,1.052371012034e-05,3.438332199651e-05
1.19194040,0.303631524571,0.303654535744,2.301117370718e-05,7.578651044131e-05
1.19994000,0.301212283203,0.301243610285,3.132708109516e-05,1.040033320089e-04
1.20793960,0.298812317598,0.298847943847,3.562624907544e-05,1.192261730100e-04
1.21593920,0.296431474170,0.296437018387,5.544217113684e-06,1.870319988526e-05
1.22393880,0.294069600561,0.294087129015,1.752845424918e-05,5.960648164841e-05
1.23193840,0.291726545624,0.291752498665,2.595304039377e-05,8.896358861760e-05
1.23993800,0.289402159420,0.289433127337,3.096791686880e-05,1.070065162295e-04
1.24793760,0.287096293200,0.287098496986,2.203786515942e-06,7.676123196784e-06
1.25593720,0.284808799403,0.284824902724,1.610332028756e-05,5.654081026040e-05
1.26393680,0.282539531645,0.282566567483,2.703583823810e-05,9.568869205916e-05
1.27193640,0.280288344704,0.280308232242,1.988753785975e-05,7.095385247190e-05
