trainer_seed,epoch,transition_count,cumulative_transitions,mean_reward,profile_0_count,profile_1_count,profile_2_count,profile_3_count,distinct_state_count,q_min,q_max,q_table_sha256
17,30,4096,122880,4.442006238309,1126,977,944,1049,111,0.000000000000,93.471949158227,9f2f5da5f1d35e08ffffca9e03d3df62f59e1f28e1b51c8d910f6ef44b099d52
17,31,4096,126976,4.442240986661,1077,1022,1064,933,108,0.000000000000,93.709173448056,18bf9861f4205bbbf057c01ff6b6ec27043ba7790edfd8ed0bc0457211fde176
17,32,4096,131072,4.447519186922,1116,980,999,1001,106,0.000000000000,93.824394510888,aada9226767fdd2edd3bf744d806f8eee68dc9165438a88e261d016aa2c0aa19
17,33,4096,135168,4.438181584827,1097,1012,1010,977,104,0.000000000000,93.989946786481,b9337001f11099dc1c8d94bca0a2d09c9910f96624db677d6e226efca7ef9f4b
17,34,4096,139264,4.434449185810,1087,962,1014,1033,107,0.000000000000,94.039476805577,c33d3030314153154e862208b100fccbc701f4385ea612a84668197fbe84e5c4
17,35,4096,143360,4.440260581974,1096,936,1119,945,103,0.000000000000,93.990402413585,60b33edaf8fcb4127a742edaae30843b0b9921c653bf3fdd81e73c23188f8784
17,36,4096,147456,4.444387545330,1099,967,1083,947,106,0.000000000000,94.163154976665,5df3d9d0433d806eb48377f833034be27eebfd989f2ac2c1406ff11190e4f77b
17,37,4096,151552,4.442935614990,1077,937,1115,967,106,0.000000000000,94.215929196945,a2092de8b92de9c1ff28d32338179621971fcc8e9f84ff3601e9d6d3cdf8bc83
17,38,4096,155648,4.441338182420,1162,965,1129,840,102,0.000000000000,94.240831443781,cd0ef9246e3fed3afa7c12a0353802a6de9bfe9380eb8fa8f6dce253b16c384c
17,39,4096,159744,4.443244811490,1132,928,1048,988,102,0.000000000000,94.396549831296,e95eb65d63a9b579d25b3da12514fe70a5435d98c18cb3f11b4be35ad63d1294
17,40,4096,163840,4.447834141377,1002,906,1265,923,104,0.000000000000,94.723047054378,07d4c6ae3f56f63c184409e61a452149d7878e2fae92869ab645c3cc495f29e7
17,41,4096,167936,4.442403936883,1008,853,1190,1045,98,0.000000000000,94.507641792331,0138e4d9af12808d1e7aa9c8b66db6f6c7ee4abb14896f11441be0b7419183e6
17,42,4096,172032,4.450844909350,1071,914,1140,971,102,0.000000000000,94.600939351470,48b75525a39e7f8f4e90d482ad32f9f513cc8a52b71d03b73666351a21d06b40
17,43,4096,176128,4.450734246087,1039,875,1239,943,104,0.000000000000,94.714739792513,0aaec19ad38d5425be4d0d5ead84ad0326a565d470b072a92d4c9a833469fbf7
17,44,4096,180224,4.446511425112,1174,884,1163,875,106,0.000000000000,94.717299104944,c98faf385d66415f19fa0879be753a20a84ba0f909992f70b6d393f70cf1c7e7
17,45,4096,184320,4.444773126627,1133,916,1147,900,103,0.000000000000,94.722502377229,324c2c82a7da2d42bad9459c30b3902329a4ba5de5729b14ef238c0522a43ba7
17,46,4096,188416,4.452561480674,887,985,1415,809,107,0.000000000000,94.818635344456,7b5fd7561b5b908aacc841a6e7eccc590b0784afcf8c6fc26afa03e91ae09b2e
17,47,4096,192512,4.455755128213,945,945,1376,830,110,0.000000000000,94.879459406827,a6328ea79eba34bd5ac2705d9ed0ea67a8cb64a42c64dea946c1b13d7f178b75
17,48,4096,196608,4.455021156524,990,946,1337,823,106,0.000000000000,94.898609274370,b46a38a0d6a5bf009f4b184fe7743e41443b5f4c2bbc07d1bbcacad328483a0d
17,49,4096,200704,4.450124698042,959,828,1401,908,100,0.000000000000,94.968653809121,1bca08328ecf66df28c311e50344ed2950bae5ce067ec840b29feb506237af02
17,50,4096,204800,4.448340224825,966,931,1376,823,108,0.000000000000,94.942553675933,f091403c100cae3780e6403044a3ed354b99941edb7d0deaa056e4b2fd44653d
17,51,4096,208896,4.457020754026,1033,962,1264,837,105,0.000000000000,95.009749842970,e47ea4ccb890016adebdd0322199d5be75a854d26b876a74253a1f4a47aca5fc
17,52,4096,212992,4.453930455964,904,949,1416,827,106,0.000000000000,95.179711076169,6bc79dc573be17904907031f2c23370967741981c85f4b7ce2102b937df80365
17,53,4096,217088,4.462673488892,883,942,1461,810,102,0.000000000000,95.117618518824,d19a72dc3b6114c04a94d4778d627e3b4f2daac77e5c334df1c20c3bc6e2c05b
17,54,4096,221184,4.453234211521,890,925,1487,794,104,0.000000000000,95.262688291922,68a0621dffed2019c2938cd1efda544491c63d55e694d2f7b8b1dc51a0765464
17,55,4096,225280,4.461219509454,890,1081,1299,826,111,0.000000000000,95.421062391886,50890d659ee873b49d46f74b60e98ad7b2e3fae86291f1b0e3053e6fb70e2592
17,56,4096,229376,4.458853049918,897,998,1244,957,98,0.000000000000,95.425398770774,b95fdc5ab8a63660bc0b5c35768bc94e9c9e9eac75be5517ff4115bacdaf57b9
17,57,4096,233472,4.453225604108,966,1004,1200,926,103,0.000000000000,95.431521165808,657020404da2bf4ec7fed1ae56d3d81d9883672f142c3b21665b69daf4c9f993
17,58,4096,237568,4.460072607595,1121,923,1286,766,100,0.000000000000,95.418317455608,74769c6e7fe7a9049079d78c5440ca44a2b847e64766354a95411f5cbbc0ad20
17,59,4096,241664,4.456899019126,1022,921,1307,846,103,0.000000000000,95.515939060483,6929e9f45d2b2b060b18998fd86b98e9264b1e9c65a77b455ccf14aa038445ff
17,60,4096,245760,4.465623325500,1171,796,1329,800,110,0.000000000000,95.464752244438,705b415faa79f474c721d252874bb96b827ef382c57372e6718da594f9d17d5b
17,61,4096,249856,4.458972530196,932,902,1455,807,104,0.000000000000,95.324004177002,71a71110c41f6238d8513ab76a94c6dda3650c4de849630adc6c628c195a5473
17,62,4096,253952,4.467815496624,914,936,1350,896,106,0.000000000000,95.366650347989,91d451bc9e6b1ba27fb95c8b47aea840dcf9def5ae9b111889bcb887a0251a06
17,63,4096,258048,4.457439294362,966,855,1457,818,107,0.000000000000,95.504079367128,e8d5d81d75f5db2215353dd7ea133101834dd695042df24d5f39d2bb62e8cd41
17,64,4096,262144,4.470053162847,931,872,1416,877,109,0.000000000000,95.382680690429,618ce3c499f4f47a76429138f10b4c330a82b8de147c28fc879d6dddde048051
17,65,4096,266240,4.452896970380,1018,975,1303,800,103,0.000000000000,95.448718380915,fd65a82579eb31b6298a969e52cf3c3a84cda01bbbdab0dd84768ec479fc7aab
17,66,4096,270336,4.454360512467,1039,1051,1119,887,105,0.000000000000,95.539671241342,2b9ccdd5ac4a1f6046a3d7b6b5bc200fe409a2823dada0a895ea57e5bab5d01f
17,67,4096,274432,4.458576246982,985,885,1345,881,100,0.000000000000,95.616957891458,45175e82543ad7059c9c2b30e6e30bc88b6c5c1b5336649a8cb941ff76b6fcd3
17,68,4096,278528,4.467265158006,1019,936,1397,744,107,0.000000000000,95.747868971439,052f74080a87ea1e769a057edd9397d0815623bf65a764f336d10c0ebff044de
17,69,4096,282624,4.463707519965,1046,1002,1270,778,106,0.000000000000,95.688154743734,231d8b80f969134fd2228542a78680d5e995a509e576acf053bc8c4917b6b1b1
17,70,4096,286720,4.467687348350,906,962,1460,768,99,0.000000000000,95.728670701428,23778c3c61c8e568f9973544b137f0bce003ba69dd23134ff0bec43f75f32ee7
17,71,4096,290816,4.462408593712,1052,892,1399,753,101,0.000000000000,95.722544380808,c175ea135cb572b553c6c236cc762f416d813094e73d0dba351f430ef07cf690
17,72,4096,294912,4.465224765916,1115,934,1237,810,98,0.000000000000,95.751039598927,5c521af12609903eea90b1c7e328b6ddc17ea125eeef7b750e575b5b714ea35e
17,73,4096,299008,4.466698733843,1166,869,1243,818,105,0.000000000000,95.710482540144,e77623624bc2219b807fba97990b4da05ebf9dcf25ca3cb84678a94880b97e11
17,74,4096,303104,4.463890867095,1088,791,1496,721,104,0.000000000000,95.822865526835,5620c36223c05199775792ea6c015f7f1cd9e7a01e03a062cea9fa4f4622d5b4
17,75,4096,307200,4.464535448167,908,939,1436,813,100,0.000000000000,95.861514837909,bdec8979e61f909cd03dd125dc6a00e446ade36cb63545301a502b8ad1cf2bf8
17,76,4096,311296,4.464000642180,853,791,1637,815,101,0.000000000000,95.932063722265,93903c3d7d4c1eec334b17f850444a75b7757c7d3ef608b2ed0153bc0c77f131
17,77,4096,315392,4.457827375438,1046,896,1372,782,102,0.000000000000,95.899613059940,23e39705a95c6aefa3c0945e09f92132491dbd700aacf7cc3e34399f6907971a
17,78,4096,319488,4.460923800402,1010,844,1560,682,104,0.000000000000,95.898166563160,20d4803c1d6a57619d4453e4929b7ac3b59c76fcbeef97dc82ef06676bd62e36
17,79,4096,323584,4.473758854373,795,948,1407,946,106,0.000000000000,95.880154268221,33e03eb38b4b9a4532ff5140415b1da327f6d85d4b495ed4efc41d84d61d9ec0
17,80,4096,327680,4.474353149346,1023,949,1460,664,105,0.000000000000,95.820278181605,2793bdb632fb8170b94d30e22f427b0e8f31026557eef771ffe2108b678e2784
17,81,4096,331776,4.470830869909,875,1112,1310,799,98,0.000000000000,95.771278016816,3170a70ac7d331ef0221e6540780a1392e99f38b31a51da82e100c1c6dceb9e0
17,82,4096,335872,4.460647027032,1084,862,1260,890,100,0.000000000000,95.832038357199,67b5c24e82b97c4cf34c59aa3794ab26a2ed47f0c2887bc8afb288f17da1d2e2
17,83,4096,339968,4.475449746827,922,937,1435,802,102,0.000000000000,95.831923999207,988a33c1ec5e4f8f2b753d649d8fec5d5e57711e7b7f8e52e7d9c685fd3c9995
17,84,4096,344064,4.470793938416,1019,860,1432,785,100,0.000000000000,95.851060748925,dfa7f6f88f154d12cd9d07c984c20d56de3c4877f537899c7069d152b9e1d5eb
17,85,4096,348160,4.469681618146,1041,831,1456,768,103,0.000000000000,95.902899915064,372ca69160f2f77be8dca8feb2b27ba7eac97a009ad376e4905a9c15ab6ac5aa
17,86,4096,352256,4.474649067255,1010,789,1563,734,99,0.000000000000,95.792830481639,c47ee84857a54df160f6f5581707bc0ca5d577b4d458f468cd92fcc2e41e75d2
17,87,4096,356352,4.478586184012,1095,1078,1266,657,105,0.000000000000,95.779178164555,7bb324420b15ad5ee645ec23a25dbde6b809ff7213a8c7db708c5ee9a6de26f7
17,88,4096,360448,4.468823312416,1218,954,1132,792,96,0.000000000000,95.729051566193,a56169f153de6b565841dba288b001fdc2d0901ba19ddece8946d2ef72906d54
17,89,4096,364544,4.481925153568,1071,831,1587,607,97,0.000000000000,95.750885308370,c506487670b16b6a3043de97305127b61acdf069d8097edba236c9bab7c009d3
17,90,4096,368640,4.482180349924,842,846,1790,618,98,0.000000000000,95.743845905784,2b201e3d9db5e70381c5edcc5d78b7394bd3f0f706871351d9d5d3e4862bef58
17,91,4096,372736,4.480957130611,993,809,1762,532,104,0.000000000000,95.737336661675,69a6458a9a0f33234d7a80f30dcc965e7ee26b50a9c2af347f71425160a5a63d
17,92,4096,376832,4.472019761461,1189,751,1370,786,107,0.000000000000,95.759299076469,c61798c2bf76329e08b91c140845dae974489e10a75bce57aa506c252dcfa05f
17,93,4096,380928,4.481934820957,1104,788,1607,597,105,0.000000000000,95.715860733111,885fc85633e3c6425e39bdde6bd64aa6723a27e2841fd4128a44ca2c35e7e477
17,94,4096,385024,4.481349469432,951,799,1790,556,96,0.000000000000,95.671746294692,dedd9d74adcaded66c2f22509853a25c60fdf032f4a1d71b29e75e266b3c638e
17,95,4096,389120,4.477165919814,1206,846,1409,635,99,0.000000000000,95.699605748638,535609e2d3e96e79374f0db4bc75fa6baebe51873adfbaab05ca566433d63618
17,96,4096,393216,4.480240719038,1159,707,1526,704,96,0.000000000000,95.757885009110,0a40941cc3eb314e65a2e6156475db0c105c519245201deed434457eabed621d
17,97,4096,397312,4.475280748779,1033,615,1546,902,97,0.000000000000,95.683715984881,a6c3b5ba18d5d729426c4d43dafcae542ef530181fcef8b1a4a7c9597529de21
17,98,4096,401408,4.490407620198,1067,888,1602,539,102,0.000000000000,95.745495791599,13d3da290e1cabb0e5a1f28ad35f3952afa8ff2aa749444aea6939d56a7790b1
17,99,4096,405504,4.486052076016,882,693,1858,663,95,0.000000000000,95.725199320214,e20ab4eb5289ce8ead1a05715513295c0c0b588c67d944f0dca6a7ccab8e9b1a
17,100,4096,409600,4.484326747322,1046,762,1564,724,97,0.000000000000,95.782448067131,c2acf7f26c21ed31bbf23984ebb22fd3f85c996dae821b5a482ffaa7421c1744
17,101,4096,413696,4.485652318100,819,778,1830,669,98,0.000000000000,95.883904750794,756d6acdd2fd773f8a16a37d64844dba2857763bcbf827f28358b1c959f14e04
17,102,4096,417792,4.479848851195,941,805,1547,803,97,0.000000000000,95.955804650847,3d3a573c259f463240d3d1f11e979acea873936757d6a89dffe4fa2fe81e1502
17,103,4096,421888,4.481354642319,898,740,1854,604,97,0.000000000000,95.863116869430,d517d24a3c3ebb99fb065facc03b531b26b0f48b9ffd5182ed03e24ee44b9cef
17,104,4096,425984,4.485474489635,1186,687,1706,517,96,0.000000000000,95.933214894307,957a817daf9b70fc2c125298d2bfd2122c1e4e2dcbee3a0d795770a1a473ddc3
17,105,4096,430080,4.491957788373,1147,755,1622,572,95,0.000000000000,96.051510442107,ea6d65dd85eec00aeb780975c7ebc2b86f896dc40457518dd392e49de329582e
17,106,4096,434176,4.483720146864,879,728,1714,775,93,0.000000000000,96.104435577112,f508e951f66f4719f4143ee9710ec587e9e8148e2577f9b15112529d464a97c8
17,107,4096,438272,4.490262584881,1059,736,1697,604,99,0.000000000000,96.074006058551,7428d982a08bd8ecdde1d3ea6919990659f6dc5b289e3a5280b93d7497ae97b6
17,108,4096,442368,4.489430072166,1101,798,1547,650,92,0.000000000000,96.110512809956,95d0d30c54cfd37de696be89d68f0d59cc0701d6f95c0b5a91d57e9b25112f7e
17,109,4096,446464,4.498451954160,784,788,1725,799,98,0.000000000000,96.116905386691,48bf686bf631af5ec06e275b71e9cc9d8e75f3e04e8fb436e6c496468eb7deeb
17,110,4096,450560,4.487688188493,1049,779,1604,664,95,0.000000000000,96.143802890586,19bc304e0f1fea669d86d4f88d27a0e3b45a9d09a051c86f8a49b1aa2f827525
17,111,4096,454656,4.496566528998,1481,927,1100,588,99,0.000000000000,96.220725563063,d2a93974cb03889f19732dd274f8f688a2a19206a5a41ed62df22423d5eccb80
17,112,4096,458752,4.488883538025,1199,749,1472,676,93,0.000000000000,96.268424990985,635e63d865985c82f5a59744b07f9ed61dfe54cd495110f8b99c0cc657435f13
17,113,4096,462848,4.502489388622,915,903,1630,648,95,0.000000000000,96.312990395677,606095b34c621e416f782ac0901dfc29054c4721e81773c6d0b1a514863de82b
17,114,4096,466944,4.499029609591,1347,858,1342,549,95,0.000000000000,96.359043763293,60758d410606b0484ef2956ebbb29ced78b08c75ad560942bbbd83f9f77072bf
17,115,4096,471040,4.491557785788,971,969,1396,760,100,0.000000000000,96.421235543113,0825e3a5522849dc4a078521990b44b3b212a6d28519813aeee8d32fa63d0856
17,116,4096,475136,4.493092210294,1089,811,1438,758,90,0.000000000000,96.455717901493,49ce085a240253b9498774b08d4558521a08a5a75ace3554942d278f11783893
17,117,4096,479232,4.487556659974,1037,727,1689,643,96,0.000000000000,96.528817706476,888a81ccd3f2784f89f9c7efd4df12f4f6601467db317804c580470c49b74059
17,118,4096,483328,4.498259515455,1137,612,1725,622,97,0.000000000000,96.548783972017,81bffa83383e21a38613d40fcf4a864c7c7dcb6be36d09fdff54e71de83b51fc
17,119,4096,487424,4.503077492264,1055,791,1728,522,96,0.000000000000,96.493234585389,205e40f2a6afca7140dc96480b36e0a41c19461cbe5fec855fb35e513aaac46e
17,120,4096,491520,4.512154901468,1038,976,1487,595,98,0.000000000000,96.455103774643,30b64c575d0a341b63f95670923377cc6876c52141df8084c82e5490275962fe
17,121,4096,495616,4.498574650962,1155,742,1481,718,93,0.000000000000,96.433416921372,5a878337ed3453cfc28e072c0e5d12cc93081b3e73668ab44c95e5bd83926d2c
17,122,4096,499712,4.502914241832,1439,857,1252,548,94,0.000000000000,96.428599720171,96bd58ec2c50146bc299e97968414166da028f2d33c4311f7ef74dc4b07d8a50
17,123,4096,503808,4.501310289252,1259,910,1242,685,102,0.000000000000,96.424651201504,2ff1f250a671ee913ea3c1c52ba496c92886a41c3728edff096ebe8c9d825a94
17,124,4096,507904,4.498120455405,1300,667,1384,745,99,0.000000000000,96.405094909677,5cb6e424690f31cc8c8b01f6fde4647393dda4e9a54b6680a3708a24cfdc635e
17,125,4096,512000,4.498768018792,1279,978,1197,642,89,0.000000000000,96.386132308810,8c5446abbf825541d340f167131153dd9e014ba8fd579676d6d5ba9a6c2d52d2
17,126,4096,516096,4.516932552528,1283,853,1574,386,102,0.000000000000,96.438827093525,3b0118ddb42eb116867c21708d38da23d728f4a1e4bb5f8924e2487d74b12fb2
17,127,4096,520192,4.510691273462,888,682,1824,702,103,0.000000000000,96.503956722413,2a87e2bce2f98090f88e35052dc5b22d94d1223db1c7b49b4008fd6a8da9a021
17,128,4096,524288,4.510366580495,1187,636,1602,671,99,0.000000000000,96.570772590105,7fced0c0fca723b4c5c18a20f5412fe62afb9cf915217fe525467b7c2cf42781
17,129,4096,528384,4.511517152864,978,628,1964,526,102,0.000000000000,96.622060228533,35855f4f2e3eb5346ae53fb7e9dadfeecb9f01b74e04326b35594da20a2b9bdd
17,130,4096,532480,4.517433018411,1136,711,1853,396,98,0.000000000000,96.670055856114,09235ad12bf1581dfeadc8d29ac077e17301d474f932de7f77730c23420a81bf
17,131,4096,536576,4.528265724794,1152,597,1874,473,95,0.000000000000,96.709248631520,ebd2ec700ae86514002e184d8cd949b62dacc376d3d66935b83542e91e7fa3d8
17,132,4096,540672,4.509909525506,1080,559,1871,586,94,0.000000000000,96.711457067932,e620450a27a2adb8e4979273b6104789a9c446fdd1631e3dce9fbf33a6a6a083
17,133,4096,544768,4.523135034819,1085,568,1879,564,99,0.000000000000,96.739769161427,7698adbda69dac3b91db9fb29584eca6224b30c883ada58b535d1cd22cc0573d
17,134,4096,548864,4.527245324364,1205,763,1702,426,95,0.000000000000,96.735536928248,9ac4c1c2da384210f18bd2d4a541fe5ab032383eb313415474a7591151bb43c1
17,135,4096,552960,4.526937789424,936,611,2154,395,93,0.000000000000,96.763639565367,60b28d7cc0e8835163d78b06b7a84a58c8f278fc29a1cb6cdd324895e652d64e
17,136,4096,557056,4.535207268209,979,557,1972,588,94,0.000000000000,96.780858383352,96b263dff6cbe1856b618543e06d5ea610583bde139575d8789c6925f5a95dad
17,137,4096,561152,4.528553561253,887,559,2187,463,96,0.000000000000,96.797412451438,1ed6d563437258635351a155fe3026df93c5f902547c22c311f76eb76e0aad25
17,138,4096,565248,4.511724575216,1456,618,1391,631,91,0.000000000000,96.860550156732,3e8211331a9923926208a6ad5fa2c5ae767a8bde27831533ca8ec27e405c2c2e
17,139,4096,569344,4.532281062471,1294,974,1290,538,93,0.000000000000,96.944583747234,5813489105429a11aa806214c1c9093ba8fc56792177f6c38b7f3bff63b1d5bf
17,140,4096,573440,4.518685807208,1406,413,1597,680,95,0.000000000000,96.944583747234,8921abf6b325eab2f2bf611f4a5d1713d48c1349cf802902b1102a16484651ed
17,141,4096,577536,4.535779323595,1180,592,1621,703,88,0.000000000000,97.020615650275,ac9fc5375e8016f574824dd9b493f423109d79a941bad1540e56708fe97442bf
17,142,4096,581632,4.529300970202,1093,507,1852,644,92,0.000000000000,97.088906555997,b8cf1b269e846700f912b7df7500b75c0bf0bc22b3975ed1122ef967ff4e1729
17,143,4096,585728,4.533514883093,1293,383,1624,796,94,0.000000000000,97.148862763794,90664819bc5e5bcd7f9162a6d2d768484e3596274852f8dd13219b488264e8fa
17,144,4096,589824,4.522424245161,1294,650,1484,668,93,0.000000000000,97.148862763794,5664354e96d12d830f78c238818c1450a4cafdb661f841b1afb047e4daa7991f
17,145,4096,593920,4.536584538942,690,680,2141,585,88,0.000000000000,97.201418044752,869071aa6d99eb2f833cd616240c5514e4dd682fbc7e5d32c5419bcf9f0455bc
17,146,4096,598016,4.536410409428,1045,541,2136,374,93,0.000000000000,97.246188893133,e83c5840402ecda0748f4d2864f575a6ad9ee3fbf58e73c4f1aa863cc4044498
17,147,4096,602112,4.535230713324,1168,677,1627,624,88,0.000000000000,97.284371247479,d7767fd8fbe85681ab5e420dfe019cc567521125dd2ebd57ba3e8c6f8508adf1
17,148,4096,606208,4.512388393291,1544,682,1352,518,95,0.000000000000,97.316325109394,eb1487c0fbd2b41fd36f8b7d4b425da68b9ad87e32d2565e65645afbea427e6a
17,149,4096,610304,4.526700403695,2127,457,1084,428,94,0.000000000000,97.342207444507,c8c92cbb3cc8e2951198d56557f7c78ff66daa30ca86b0fb4832ad6c29dca912
17,150,4096,614400,4.542132762420,2301,705,808,282,92,0.000000000000,97.362904284065,72490ea155da8f02e0863d1615ba5859af6c40bc8e74c10ee72fc0b50b8f0dfa
17,151,4096,618496,4.556806478271,2331,853,559,353,90,0.000000000000,97.378838187009,43a510d81893b8799e45b5d5f4c8895684b8aad62eda522858db076305ad4cb0
17,152,4096,622592,4.550681881500,2349,574,659,514,88,0.000000000000,97.390199661790,e333c8b7496cd79403d5bb6154d152250b66cfaf5ebcac407c8f7f23b6e81866
17,153,4096,626688,4.538092091936,2225,399,1021,451,94,0.000000000000,97.396671042233,276c0e1a33201761be01955946474f5a932817e3b93690c377b6a6aa122376ce
17,154,4096,630784,4.542336036251,2227,453,867,549,94,0.000000000000,97.398815235833,8da7bd6657c2406acbcae85d0eeabab8cbbd28c822d26d9df16b8f6fbc543c35
17,155,4096,634880,4.536901932472,1886,561,1104,545,99,0.000000000000,97.396877414912,222475eb55fe0490e8711cf5c8a1244c55b6e0a00b6e295372b605728ce5ad4c
17,156,4096,638976,4.546174086303,1210,378,1944,564,93,0.000000000000,97.392098369708,040faabb1b7eabcf02205ffdad002b34960e0019d4e3258ad0d7098f0bb3c4fa
17,157,4096,643072,4.553890508797,925,419,2234,518,93,0.000000000000,97.387797229025,a3318bbf1b0560079db7187e71edb241a2cbbebef19f8cd3bcdab0201211e31b
17,158,4096,647168,4.551860661826,1243,484,1964,405,94,0.000000000000,97.378713903145,c96fe7b79939b2be4ebde0745edec61c29016c032c868a3bc138ec73bdadc9b2
17,159,4096,651264,4.566822756277,1156,590,1902,448,93,0.000000000000,97.370474158215,6cd37f5ec8c4a79950281f82dc2c89f8f1ef180e8db4f7a6621080d370fdf99a
17,160,4096,655360,4.570334819708,1328,689,1793,286,89,0.000000000000,97.356132131348,7b057e2fda4ea8f945a442ada2f4bdcfafcd2488b5a48c6786591929ceb20535
17,161,4096,659456,4.561072404470,1232,601,1854,409,95,0.000000000000,97.335961385331,53df65bc2a29fe7e33edb4b184d59e4bdb020844e269064c3492aad51a715cff
