request_id,time_s,algorithm,topology,src,dst,blocked,path,hops,distance_km,composite_cost,bottleneck_fidelity,max_utilization,keys_consumed,decision_latency_ms,served_total,blocked_total
0,0.0434623,random,irregular12,3,8,0,"[3-2-1-0-4-5-9-8]",7,174,11.6963,0.910742,0,7,0.01,1,0
1,0.12429,random,irregular12,8,1,0,"[8-9-5-1]",3,69,4.78254,0.973,0,3,0.01,2,0
2,0.132495,random,irregular12,10,0,1,"[]",0,0,0,0,0,0,0.01,2,1
3,0.138454,random,irregular12,1,7,1,"[]",0,0,0,0,0,0,0.01,2,2
4,0.144936,random,irregular12,9,4,1,"[]",0,0,0,0,0,0,0.01,2,3
5,0.162951,random,irregular12,2,11,1,"[]",0,0,0,0,0,0,0.01,2,4
6,0.166731,random,irregular12,0,11,1,"[]",0,0,0,0,0,0,0.01,2,5
7,0.200542,random,irregular12,11,0,1,"[]",0,0,0,0,0,0,0.01,2,6
8,0.281033,random,irregular12,11,8,0,"[11-10-9-5-4-8]",5,130,8.21683,0.908778,0.00775194,5,0.01,3,6
9,0.411708,random,irregular12,9,5,0,"[9-10-11-8-4-0-1-5]",7,193,11.3514,0.945841,0,7,0.01,4,6
10,0.45795,random,irregular12,9,3,1,"[]",0,0,0,0,0,0,0.01,4,7
11,0.45998,random,irregular12,9,4,1,"[]",0,0,0,0,0,0,0.01,4,8
12,0.505157,random,irregular12,10,8,1,"[]",0,0,0,0,0,0,0.01,4,9
13,0.57667,random,irregular12,5,1,1,"[]",0,0,0,0,0,0,0.01,4,10
14,0.579039,random,irregular12,1,4,1,"[]",0,0,0,0,0,0,0.01,4,11
15,0.63387,random,irregular12,6,2,1,"[]",0,0,0,0,0,0,0.01,4,12
16,0.694325,random,irregular12,1,8,1,"[]",0,0,0,0,0,0,0.01,4,13
17,0.698192,random,irregular12,10,5,1,"[]",0,0,0,0,0,0,0.01,4,14
18,0.814444,random,irregular12,8,11,0,"[8-4-5-9-10-11]",5,130,8.07654,0.943125,0.0105263,5,0.01,5,14
19,0.860616,random,irregular12,10,3,1,"[]",0,0,0,0,0,0,0.01,5,15
20,0.870939,random,irregular12,6,7,1,"[]",0,0,0,0,0,0,0.01,5,16
21,0.905714,random,irregular12,0,6,1,"[]",0,0,0,0,0,0,0.01,5,17
22,0.932429,random,irregular12,4,0,1,"[]",0,0,0,0,0,0,0.01,5,18
23,1.11246,random,irregular12,3,0,0,"[3-7-6-2-1-5-4-0]",7,189,11.2524,0.964,0.00775194,7,0.01,6,18
24,1.16546,random,irregular12,8,0,1,"[]",0,0,0,0,0,0,0.01,6,19
25,1.27755,random,irregular12,11,8,0,"[11-10-9-5-4-8]",5,130,8.12553,0.938784,0.0153846,5,0.01,7,19
26,1.37252,random,irregular12,8,11,1,"[]",0,0,0,0,0,0,0.01,7,20
27,1.42112,random,irregular12,11,2,1,"[]",0,0,0,0,0,0,0.01,7,21
28,1.43237,random,irregular12,2,5,1,"[]",0,0,0,0,0,0,0.01,7,22
29,1.47349,random,irregular12,8,9,0,"[8-9]",1,18,1.64754,0.937768,0.00775194,1,0.01,8,22
30,1.58738,random,irregular12,0,3,0,"[0-4-5-1-2-3]",5,139,8.21264,0.926364,0.0153846,5,0.01,9,22
31,1.60244,random,irregular12,9,3,1,"[]",0,0,0,0,0,0,0.01,9,23
32,1.6163,random,irregular12,0,11,1,"[]",0,0,0,0,0,0,0.01,9,24
33,1.62251,random,irregular12,8,3,1,"[]",0,0,0,0,0,0,0.01,9,25
34,1.78992,random,irregular12,8,6,0,"[8-4-0-1-2-3-7-6]",7,188,11.2903,0.964,0.0192308,7,0.01,10,25
35,1.82719,random,irregular12,11,7,1,"[]",0,0,0,0,0,0,0.01,10,26
36,1.87132,random,irregular12,6,10,1,"[]",0,0,0,0,0,0,0.01,10,27
37,1.9099,random,irregular12,11,6,1,"[]",0,0,0,0,0,0,0.01,10,28
38,2.00222,random,irregular12,4,7,0,"[4-8-7]",2,53,3.28349,0.932036,0.0246914,2,0.01,11,28
39,2.16064,random,irregular12,1,11,0,"[1-2-6-5-9-8-11]",6,158,9.64817,0.966,0.0153846,6,0.01,12,28
40,2.29064,random,irregular12,6,0,0,"[6-2-3-7-8-4-0]",6,167,9.79086,0.911212,0.0229008,6,0.01,13,28
41,2.3372,random,irregular12,11,3,1,"[]",0,0,0,0,0,0,0.01,13,29
42,2.3921,random,irregular12,2,5,1,"[]",0,0,0,0,0,0,0.01,13,30
43,2.43517,random,irregular12,11,7,1,"[]",0,0,0,0,0,0,0.01,13,31
44,2.58584,random,irregular12,3,2,0,"[3-7-6-5-1-2]",5,126,8.00465,0.968,0.0229008,5,0.01,14,31
45,2.62111,random,irregular12,5,6,1,"[]",0,0,0,0,0,0,0.01,14,32
46,2.70195,random,irregular12,11,0,1,"[]",0,0,0,0,0,0,0.01,14,33
47,3.12158,random,irregular12,9,10,0,"[9-5-6-7-8-11-10]",6,148,9.61183,0.969,0.0229008,6,0.01,15,33
48,3.1554,random,irregular12,1,6,1,"[]",0,0,0,0,0,0,0.01,15,34
49,3.1619,random,irregular12,4,7,1,"[]",0,0,0,0,0,0,0.01,15,35
50,3.2078,random,irregular12,11,1,1,"[]",0,0,0,0,0,0,0.01,15,36
