request_id,time_s,algorithm,topology,src,dst,blocked,path,hops,distance_km,composite_cost,bottleneck_fidelity,max_utilization,keys_consumed,decision_latency_ms,served_total,blocked_total
0,0.223008,random,mesh9,7,1,0,"[7-6-3-0-1]",4,84,6.42205,0.97,0,4,0.01,1,0
1,0.237302,random,mesh9,4,6,1,"[]",0,0,0,0,0,0,0.01,1,1
2,0.669322,random,mesh9,2,5,0,"[2-1-0-3-6-7-8-5]",7,148,11.2476,0.97,0,7,0.01,2,1
3,0.818971,random,mesh9,7,3,0,"[7-8-5-2-1-4-3]",6,126,9.63308,0.97,0.00775194,6,0.01,3,1
4,0.849707,random,mesh9,0,6,1,"[]",0,0,0,0,0,0,0.01,3,2
5,0.947736,random,mesh9,4,7,0,"[4-1-0-3-6-7]",5,104,8.01859,0.97,0.00775194,5,0.01,4,2
6,0.993082,random,mesh9,5,1,1,"[]",0,0,0,0,0,0,0.01,4,3
7,1.51381,random,mesh9,4,8,0,"[4-1-0-3-6-7-8]",6,126,9.63308,0.97,0.0153846,6,0.01,5,3
8,1.6682,random,mesh9,2,7,0,"[2-1-0-3-4-5-8-7]",7,150,11.2655,0.97,0.0229008,7,0.01,6,3
9,1.93332,random,mesh9,5,2,0,"[5-2]",1,20,1.59654,0.975,0.00775194,1,0.01,7,3
10,1.93647,random,mesh9,7,3,0,"[7-8-5-2-1-0-3]",6,126,10.1516,0.916938,0.0310078,6,0.01,8,3
11,1.9698,random,mesh9,1,2,1,"[]",0,0,0,0,0,0,0.01,8,4
12,2.15297,random,mesh9,4,8,0,"[4-5-8]",2,42,3.21103,0.97,0.00775194,2,0.01,9,4
13,2.18875,random,mesh9,0,7,1,"[]",0,0,0,0,0,0,0.01,9,5
14,2.3879,random,mesh9,2,5,0,"[2-1-0-3-4-5]",5,108,8.0545,0.97,0.037594,5,0.01,10,5
15,2.40344,random,mesh9,6,2,1,"[]",0,0,0,0,0,0,0.01,10,6
16,2.51995,random,mesh9,5,1,0,"[5-8-7-4-1]",4,82,6.4041,0.97,0.0153846,4,0.01,11,6
17,2.84413,random,mesh9,1,0,0,"[1-4-7-6-3-0]",5,102,8.00063,0.97,0.00775194,5,0.01,12,6
18,3.30995,random,mesh9,5,6,0,"[5-4-3-6]",3,64,4.82552,0.97,0.0229008,3,0.01,13,6
19,3.60365,random,mesh9,3,2,0,"[3-6-7-8-5-4-1-2]",7,148,11.2476,0.97,0.030303,7,0.01,14,6
20,3.6758,random,mesh9,1,4,0,"[1-0-3-6-7-4]",5,104,8.11173,0.919342,0.0447761,5,0.01,15,6
21,3.68269,random,mesh9,5,3,1,"[]",0,0,0,0,0,0,0.01,15,7
22,3.706,random,mesh9,3,8,1,"[]",0,0,0,0,0,0,0.01,15,8
23,3.81957,random,mesh9,0,7,0,"[0-3-6-7]",3,62,4.80756,0.97,0.0518519,3,0.01,16,8
24,4.03859,random,mesh9,4,2,0,"[4-3-0-1-2]",4,86,6.44001,0.97,0.0153846,4,0.01,17,8
25,4.14286,random,mesh9,0,1,0,"[0-3-6-7-4-5-2-1]",7,146,11.2296,0.97,0.0588235,7,0.01,18,8
26,4.40379,random,mesh9,2,5,0,"[2-1-0-3-4-5]",5,108,8.0545,0.97,0.0656934,5,0.01,19,8
27,4.48853,random,mesh9,4,3,0,"[4-7-8-5-2-1-0-3]",7,146,11.2296,0.97,0.0724638,7,0.01,20,8
28,4.55158,random,mesh9,3,7,0,"[3-4-7]",2,42,3.32614,0.902795,0.0229008,2,0.01,21,8
29,4.67335,random,mesh9,6,8,0,"[6-3-0-1-2-5-8]",6,124,9.61513,0.97,0.0229008,6,0.01,22,8
30,5.07586,random,mesh9,8,5,0,"[8-7-6-3-4-1-2-5]",7,148,11.2476,0.97,0.030303,7,0.01,23,8
31,5.32255,random,mesh9,8,0,0,"[8-7-4-1-0]",4,84,6.42205,0.97,0.0656934,4,0.01,24,8
