request_id,time_s,algorithm,topology,src,dst,blocked,path,hops,distance_km,composite_cost,bottleneck_fidelity,max_utilization,keys_consumed,decision_latency_ms,served_total,blocked_total
0,0.0557521,distance,mesh16,7,8,0,"[7-11-10-9-8]",4,97,6.57327,0.943233,0,4,0.02,1,0
1,0.0938637,distance,mesh16,1,14,1,"[]",0,0,0,0,0,0,0.02,1,1
2,0.156854,distance,mesh16,9,3,1,"[]",0,0,0,0,0,0,0.02,1,2
3,0.19052,distance,mesh16,15,4,1,"[]",0,0,0,0,0,0,0.02,1,3
4,0.197541,distance,mesh16,3,7,1,"[]",0,0,0,0,0,0,0.02,1,4
5,0.209898,distance,mesh16,3,0,1,"[]",0,0,0,0,0,0,0.02,1,5
6,0.213729,distance,mesh16,13,9,1,"[]",0,0,0,0,0,0,0.02,1,6
7,0.263515,distance,mesh16,10,12,0,"[10-9-8-12]",3,72,5.00602,0.923242,0.0128205,3,0.02,2,6
8,0.265943,distance,mesh16,1,8,1,"[]",0,0,0,0,0,0,0.02,2,7
9,0.373724,distance,mesh16,7,2,0,"[7-3-2]",2,47,3.19318,0.972,0,2,0.02,3,7
10,0.535511,distance,mesh16,6,7,0,"[6-7]",1,25,1.60737,0.972,0,1,0.02,4,7
11,0.56484,distance,mesh16,10,5,1,"[]",0,0,0,0,0,0,0.02,4,8
12,0.576934,distance,mesh16,12,11,1,"[]",0,0,0,0,0,0,0.02,4,9
13,0.584629,distance,mesh16,12,15,1,"[]",0,0,0,0,0,0,0.02,4,10
14,0.681759,distance,mesh16,2,13,0,"[2-6-10-14-13]",4,91,6.38878,0.957392,0,4,0.02,5,10
15,0.685405,distance,mesh16,15,6,0,"[15-11-7-6]",3,69,5.07864,0.900585,0,3,0.02,6,10
16,0.707306,distance,mesh16,5,8,1,"[]",0,0,0,0,0,0,0.02,6,11
17,0.718925,distance,mesh16,10,5,1,"[]",0,0,0,0,0,0,0.02,6,12
18,0.732009,distance,mesh16,3,10,1,"[]",0,0,0,0,0,0,0.02,6,13
19,0.783697,distance,mesh16,4,0,0,"[4-5-1-0]",3,72,5.04573,0.914119,0,3,0.02,7,13
20,0.789009,distance,mesh16,11,9,1,"[]",0,0,0,0,0,0,0.02,7,14
21,0.83513,distance,mesh16,12,15,1,"[]",0,0,0,0,0,0,0.02,7,15
22,0.842725,distance,mesh16,9,0,1,"[]",0,0,0,0,0,0,0.02,7,16
23,0.897215,distance,mesh16,7,3,1,"[]",0,0,0,0,0,0,0.02,7,17
24,0.907522,distance,mesh16,0,15,1,"[]",0,0,0,0,0,0,0.02,7,18
25,0.93547,distance,mesh16,5,8,1,"[]",0,0,0,0,0,0,0.02,7,19
26,0.955191,distance,mesh16,9,2,1,"[]",0,0,0,0,0,0,0.02,7,20
27,1.155,distance,mesh16,10,6,0,"[10-6]",1,22,1.58581,0.978,0,1,0.02,8,20
28,1.17202,distance,mesh16,15,11,1,"[]",0,0,0,0,0,0,0.02,8,21
29,1.17556,distance,mesh16,1,14,1,"[]",0,0,0,0,0,0,0.02,8,22
30,1.25331,distance,mesh16,11,4,0,"[11-7-6-5-4]",4,97,6.53422,0.904135,0.00775194,4,0.02,9,22
31,1.35923,distance,mesh16,3,1,0,"[3-2-1]",2,50,3.21468,0.972,0.00775194,2,0.02,10,22
32,1.36487,distance,mesh16,14,1,1,"[]",0,0,0,0,0,0,0.02,10,23
33,1.41043,distance,mesh16,9,5,1,"[]",0,0,0,0,0,0,0.02,10,24
34,1.43099,distance,mesh16,13,2,1,"[]",0,0,0,0,0,0,0.02,10,25
35,1.43123,distance,mesh16,15,13,1,"[]",0,0,0,0,0,0,0.02,10,26
36,1.43819,distance,mesh16,12,1,1,"[]",0,0,0,0,0,0,0.02,10,27
