request_id,time_s,algorithm,topology,src,dst,blocked,path,hops,distance_km,composite_cost,bottleneck_fidelity,max_utilization,keys_consumed,decision_latency_ms,served_total,blocked_total
0,0.305309,keyaware,mesh16,10,12,0,"[10-9-13-12]",3,72,4.80048,0.972,0,3,0.05,1,0
1,0.744756,keyaware,mesh16,10,13,0,"[10-9-13]",2,47,3.19317,0.972,0.00775194,2,0.05,2,0
2,1.01825,keyaware,mesh16,11,15,0,"[11-15]",1,22,1.58586,0.978,0,1,0.05,3,0
3,1.13718,keyaware,mesh16,11,9,0,"[11-10-9]",2,50,3.21468,0.972,0.0153846,2,0.05,4,0
4,1.23045,keyaware,mesh16,8,1,0,"[8-4-0-1]",3,69,4.77898,0.972,0,3,0.05,5,0
5,1.94337,keyaware,mesh16,7,1,0,"[7-6-2-1]",3,72,4.80048,0.972,0,3,0.05,6,0
6,2.04809,keyaware,mesh16,6,0,0,"[6-2-1-0]",3,72,4.80054,0.972,0.00775194,3,0.05,7,0
7,2.34884,keyaware,mesh16,14,13,0,"[14-13]",1,25,1.60737,0.972,0,1,0.05,8,0
8,2.60271,keyaware,mesh16,9,8,0,"[9-8]",1,25,1.60737,0.972,0,1,0.05,9,0
9,2.77758,keyaware,mesh16,8,1,0,"[8-4-0-1]",3,69,4.77898,0.972,0.00775194,3,0.05,10,0
10,2.95713,keyaware,mesh16,13,0,0,"[13-9-5-4-0]",4,91,6.36484,0.972,0.0153846,4,0.05,11,0
11,3.46545,keyaware,mesh16,3,7,0,"[3-7]",1,22,1.58586,0.978,0,1,0.05,12,0
12,3.57729,keyaware,mesh16,6,2,0,"[6-2]",1,22,1.58586,0.978,0.0153846,1,0.05,13,0
13,3.67586,keyaware,mesh16,9,2,0,"[9-5-6-2]",3,69,4.77903,0.972,0.0229008,3,0.05,14,0
14,3.91703,keyaware,mesh16,6,1,0,"[6-2-1]",2,47,3.19317,0.972,0.030303,2,0.05,15,0
15,4.03505,keyaware,mesh16,10,15,0,"[10-11-15]",2,47,3.19317,0.972,0.00775194,2,0.05,16,0
16,4.37195,keyaware,mesh16,12,15,0,"[12-13-14-15]",3,75,4.82206,0.972,0,3,0.05,17,0
17,4.47437,keyaware,mesh16,11,7,0,"[11-7]",1,22,1.58586,0.978,0,1,0.05,18,0
18,4.61452,keyaware,mesh16,13,0,0,"[13-9-5-4-0]",4,91,6.36484,0.972,0.0229008,4,0.05,19,0
19,5.26852,keyaware,mesh16,0,11,0,"[0-1-5-6-10-11]",5,119,7.99365,0.972,0.0153846,5,0.05,20,0
20,5.28612,keyaware,mesh16,2,5,1,"[]",0,0,0,0,0,0,0.05,20,1
21,5.33263,keyaware,mesh16,14,15,1,"[]",0,0,0,0,0,0,0.05,20,2
22,5.64584,keyaware,mesh16,5,14,0,"[5-9-13-14]",3,69,4.77898,0.972,0.0153846,3,0.05,21,2
23,5.88467,keyaware,mesh16,13,11,0,"[13-14-10-11]",3,72,4.80048,0.972,0.0153846,3,0.05,22,2
24,6.06996,keyaware,mesh16,3,1,0,"[3-2-1]",2,50,3.21468,0.972,0.0229008,2,0.05,23,2
25,6.09226,keyaware,mesh16,11,5,1,"[]",0,0,0,0,0,0,0.05,23,3
26,6.25532,keyaware,mesh16,7,13,0,"[7-6-10-9-13]",4,94,6.38634,0.972,0.0229008,4,0.05,24,3
27,6.36656,keyaware,mesh16,9,13,0,"[9-13]",1,22,1.58586,0.978,0.030303,1,0.05,25,3
28,6.42887,keyaware,mesh16,15,13,1,"[]",0,0,0,0,0,0,0.05,25,4
29,6.47235,keyaware,mesh16,2,8,1,"[]",0,0,0,0,0,0,0.05,25,5
30,6.53779,keyaware,mesh16,0,2,1,"[]",0,0,0,0,0,0,0.05,25,6
31,6.79247,keyaware,mesh16,11,0,0,"[11-7-6-2-1-0]",5,119,7.99372,0.972,0.037594,5,0.05,26,6
32,7.3,keyaware,mesh16,13,4,0,"[13-9-5-4]",3,69,4.77898,0.972,0.0229008,3,0.05,27,6
33,7.48016,keyaware,mesh16,0,12,0,"[0-4-8-12]",3,66,4.75747,0.978,0,3,0.05,28,6
34,7.55272,keyaware,mesh16,4,2,0,"[4-0-1-2]",3,72,4.80054,0.972,0.030303,3,0.05,29,6
35,7.73436,keyaware,mesh16,10,4,0,"[10-9-5-4]",3,72,4.80048,0.972,0.030303,3,0.05,30,6
36,8.14909,keyaware,mesh16,11,5,0,"[11-7-6-5]",3,72,4.80054,0.972,0.0229008,3,0.05,31,6
37,8.26663,keyaware,mesh16,12,8,0,"[12-8]",1,22,1.58586,0.978,0,1,0.05,32,6
38,8.56875,keyaware,mesh16,14,11,0,"[14-10-11]",2,47,3.19317,0.972,0.0229008,2,0.05,33,6
39,8.61659,keyaware,mesh16,2,1,1,"[]",0,0,0,0,0,0,0.05,33,7
40,8.99363,keyaware,mesh16,14,4,0,"[14-10-9-5-4]",4,94,6.38634,0.972,0.037594,4,0.05,34,7
41,9.12609,keyaware,mesh16,11,13,0,"[11-15-14-13]",3,72,4.80054,0.972,0.0153846,3,0.05,35,7
42,9.5081,keyaware,mesh16,14,8,0,"[14-10-9-8]",3,72,4.80054,0.972,0.0447761,3,0.05,36,7
43,9.73861,keyaware,mesh16,13,1,0,"[13-9-5-1]",3,66,4.75747,0.978,0.0447761,3,0.05,37,7
